"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2013","3611520","FREDONIA CENTRAL SCHOOL DISTRICT","New York","FREDONIA","Regular local school district","1567","171","44","14533","1580","0.108718"
"2013","3611550","FREEPORT UNION FREE SCHOOL DISTRICT","New York","FREEPORT","Regular local school district","6558","973","1061","40338","6513","0.161461"
"2013","3611610","FREWSBURG CENTRAL SCHOOL DISTRICT","New York","FREWSBURG","Regular local school district","855","101","0","4831","831","0.172014"
"2013","3611640","FRIENDSHIP CENTRAL SCHOOL DISTRICT","New York","FRIENDSHIP","Regular local school district","379","85","0","2144","399","0.186101"
"2013","3611670","FRONTIER CENTRAL SCHOOL DISTRICT","New York","HAMBURG","Regular local school district","5042","930","11","35916","5641","0.157061"
"2013","3611700","FULTON CITY SCHOOL DISTRICT","New York","FULTON","Regular local school district","3595","615","12","20457","3531","0.172606"
"2013","3611730","GALWAY CENTRAL SCHOOL DISTRICT","New York","GALWAY","Regular local school district","928","128","0","7151","1195","0.167109"
"2013","3611740","GANANDA CENTRAL SCHOOL DISTRICT","New York","WALWORTH","Regular local school district","1040","98","4","5562","1203","0.216289"
"2013","3611760","GARDEN CITY UNION FREE SCHOOL DISTRICT","New York","GARDEN CITY","Regular local school district","3934","523","9","22570","4546","0.201418"
"2013","3611860","GARRISON UNION FREE SCHOOL DISTRICT","New York","GARRISON","Regular local school district","239","23","0","2726","390","0.143067"
"2013","3611880","GATES-CHILI CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","4106","766","112","33240","4834","0.145427"
"2013","3611910","GENERAL BROWN CENTRAL SCHOOL DISTRICT","New York","DEXTER","Regular local school district","1552","226","4","9160","1580","0.172489"
"2013","3611940","GENESEO CENTRAL SCHOOL DISTRICT","New York","GENESEO","Regular local school district","883","126","19","11430","1028","0.0899388"
"2013","3611970","GENEVA CITY SCHOOL DISTRICT","New York","GENEVA","Regular local school district","2190","333","137","17666","2460","0.139251"
"2013","3612030","GERMANTOWN CENTRAL SCHOOL DISTRICT","New York","GERMANTOWN","Regular local school district","561","90","11","4593","590","0.128456"
"2013","3612120","GILBOA-CONESVILLE CENTRAL SCHOOL DISTRICT","New York","GILBOA","Regular local school district","345","61","0","2530","365","0.144269"
"2013","3612180","GLEN COVE CITY SCHOOL DISTRICT","New York","GLEN COVE","Regular local school district","3263","579","384","27214","3843","0.141214"
"2013","3612240","GLENS FALLS CITY SCHOOL DISTRICT","New York","GLENS FALLS","Regular local school district","2072","357","3","15010","2035","0.135576"
"2013","3612270","GLOVERSVILLE CITY SCHOOL DISTRICT","New York","GLOVERSVILLE","Regular local school district","2896","556","5","18919","3050","0.161214"
"2013","3612300","GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)","New York","RUSHVILLE","Regular local school district","1251","204","0","10063","1735","0.172414"
"2013","3612330","GOSHEN CENTRAL SCHOOL DISTRICT","New York","GOSHEN","Regular local school district","2925","449","76","18198","3317","0.182273"
"2013","3612360","GOUVERNEUR CENTRAL SCHOOL DISTRICT","New York","GOUVERNEUR","Regular local school district","1646","328","5","11202","1784","0.159257"
"2013","3612390","GOWANDA CENTRAL SCHOOL DISTRICT","New York","GOWANDA","Regular local school district","1207","215","0","11458","1505","0.131349"
"2013","3612400","GREENBURGH-GRAHAM UNION FREE SCHOOL DISTRICT","New York","HASTINGS ON HUDSON","Regular local school district","224","79","0","","",""
"2013","3612450","GRANVILLE CENTRAL SCHOOL DISTRICT","New York","GRANVILLE","Regular local school district","1150","235","1","7623","1290","0.169225"
"2013","3612510","GREAT NECK UNION FREE SCHOOL DISTRICT","New York","GREAT NECK","Regular local school district","6639","966","314","44991","7541","0.167611"
"2013","3612630","GREECE CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","11434","1548","219","83218","12923","0.155291"
"2013","3612660","GREEN ISLAND UNION FREE SCHOOL DISTRICT","New York","GREEN ISLAND","Regular local school district","313","34","1","2644","323","0.122163"
"2013","3612720","GREENBURGH CENTRAL SCHOOL DISTRICT","New York","HARTSDALE","Regular local school district","1838","338","118","22253","2669","0.119939"
"2013","3612750","GREENE CENTRAL SCHOOL DISTRICT","New York","GREENE","Regular local school district","1063","190","0","6836","1137","0.166325"
"2013","3612840","GREENPORT UNION FREE SCHOOL DISTRICT","New York","GREENPORT","Regular local school district","649","81","70","4503","487","0.10815"
"2013","3612870","GREENVILLE CENTRAL SCHOOL DISTRICT","New York","GREENVILLE","Regular local school district","1201","223","5","8277","1258","0.151987"
"2013","3612900","GREENWICH CENTRAL SCHOOL DISTRICT","New York","GREENWICH","Regular local school district","1061","170","2","6674","1085","0.162571"
"2013","3612960","GREENWOOD LAKE UNION FREE SCHOOL DISTRICT","New York","MONROE","Regular local school district","545","99","0","6235","919","0.147394"
"2013","3612990","SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT","New York","SPRINGVILLE","Regular local school district","1846","221","1","13422","2222","0.165549"
"2013","3613020","GROTON CENTRAL SCHOOL DISTRICT","New York","GROTON","Regular local school district","829","166","2","6141","1018","0.165771"
"2013","3613080","GUILDERLAND CENTRAL SCHOOL DISTRICT","New York","GUILDERLAND CENTER","Regular local school district","4944","766","152","36452","5505","0.151021"
"2013","3613110","HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT","New York","LAKE LUZERNE","Regular local school district","785","127","1","6605","923","0.139743"
"2013","3613230","HALDANE CENTRAL SCHOOL DISTRICT","New York","COLD SPRING","Regular local school district","883","136","4","5415","865","0.159741"
"2013","3613290","HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT","New York","DIX HILLS","Regular local school district","9177","1620","170","48766","9894","0.202887"
"2013","3613350","HAMBURG CENTRAL SCHOOL DISTRICT","New York","HAMBURG","Regular local school district","3725","590","3","24589","4174","0.169751"
"2013","3613380","HAMILTON CENTRAL SCHOOL DISTRICT","New York","HAMILTON","Regular local school district","568","74","2","7085","601","0.0848271"
"2013","3613440","HAMMOND CENTRAL SCHOOL DISTRICT","New York","HAMMOND","Regular local school district","322","40","0","1815","311","0.17135"
"2013","3613470","HAMMONDSPORT CENTRAL SCHOOL DISTRICT","New York","HAMMONDSPORT","Regular local school district","507","72","0","4160","530","0.127404"
"2013","3613530","HAMPTON BAYS UNION FREE SCHOOL DISTRICT","New York","HAMPTON BAYS","Regular local school district","2079","258","344","13192","1966","0.14903"
"2013","3613560","HANCOCK CENTRAL SCHOOL DISTRICT","New York","HANCOCK","Regular local school district","380","67","1","2654","454","0.171063"
"2013","3613590","HANNIBAL CENTRAL SCHOOL DISTRICT","New York","HANNIBAL","Regular local school district","1427","195","8","8150","1533","0.188098"
"2013","3613620","HARBORFIELDS CENTRAL SCHOOL DISTRICT","New York","GREENLAWN","Regular local school district","3385","540","39","18802","3712","0.197426"
"2013","3613710","HARPURSVILLE CENTRAL SCHOOL DISTRICT","New York","HARPURSVILLE","Regular local school district","849","153","0","5185","903","0.174156"
"2013","3613740","HARRISON CENTRAL SCHOOL DISTRICT","New York","HARRISON","Regular local school district","3545","438","278","28041","4863","0.173425"
"2013","3613770","HARRISVILLE CENTRAL SCHOOL DISTRICT","New York","HARRISVILLE","Regular local school district","420","50","0","2353","393","0.167021"
"2013","3613830","HARTFORD CENTRAL SCHOOL DISTRICT","New York","HARTFORD","Regular local school district","483","74","0","3019","510","0.16893"
"2013","3613950","HASTINGS-ON-HUDSON UNION FREE SCHOOL DISTRICT","New York","HASTINGS ON HUDSON","Regular local school district","1594","202","18","8691","1754","0.201818"
"2013","3613980","HAUPPAUGE UNION FREE SCHOOL DISTRICT","New York","HAUPPAUGE","Regular local school district","3916","544","51","23582","4097","0.173734"
"2013","3614010","HAVERSTRAW-STONY POINT CSD (NORTH ROCKLAND)","New York","GARNERVILLE","Regular local school district","7915","1082","962","49187","8861","0.180149"
"2013","3614070","HAWTHORNE-CEDAR KNOLLS UNION FREE SCHOOL DISTRICT","New York","HAWTHORNE","Regular local school district","362","168","1","","",""
"2013","3614130","HEMPSTEAD UNION FREE SCHOOL DISTRICT","New York","HEMPSTEAD","Regular local school district","7059","1087","1683","44623","7221","0.161822"
"2013","3614190","HENDRICK HUDSON CENTRAL SCHOOL DISTRICT","New York","MONTROSE","Regular local school district","2424","342","46","15734","2719","0.17281"
"2013","3614220","HERKIMER CENTRAL SCHOOL DISTRICT","New York","HERKIMER","Regular local school district","1191","170","3","10003","1270","0.126962"
"2013","3614250","HERMON-DEKALB CENTRAL SCHOOL DISTRICT","New York","DE KALB JUNCTION","Regular local school district","388","88","0","2643","488","0.184639"
"2013","3614280","HERRICKS UNION FREE SCHOOL DISTRICT","New York","NEW HYDE PARK","Regular local school district","3914","576","190","24905","4252","0.170729"
"2013","3614310","HEUVELTON CENTRAL SCHOOL DISTRICT","New York","HEUVELTON","Regular local school district","511","77","0","4090","864","0.211247"
"2013","3614340","HICKSVILLE UNION FREE SCHOOL DISTRICT","New York","HICKSVILLE","Regular local school district","5210","736","432","40069","5990","0.149492"
"2013","3614400","HIGHLAND CENTRAL SCHOOL DISTRICT","New York","HIGHLAND","Regular local school district","1839","268","11","12411","2009","0.161873"
"2013","3614430","HIGHLAND FALLS CENTRAL SCHOOL DISTRICT","New York","FORT MONTGOMERY","Regular local school district","938","156","99","12575","1693","0.134632"
"2013","3614460","HILTON CENTRAL SCHOOL DISTRICT","New York","HILTON","Regular local school district","4522","443","29","26741","4704","0.17591"
"2013","3614490","HINSDALE CENTRAL SCHOOL DISTRICT","New York","HINSDALE","Regular local school district","442","52","1","2926","482","0.16473"
"2013","3614550","HOLLAND CENTRAL SCHOOL DISTRICT","New York","HOLLAND","Regular local school district","938","126","0","6912","1065","0.15408"
"2013","3614580","HOLLAND PATENT CENTRAL SCHOOL DISTRICT","New York","HOLLAND PATENT","Regular local school district","1485","215","1","9359","1644","0.17566"
"2013","3614610","HOLLEY CENTRAL SCHOOL DISTRICT","New York","HOLLEY","Regular local school district","1175","172","5","7604","1203","0.158206"
"2013","3614640","HOMER CENTRAL SCHOOL DISTRICT","New York","HOMER","Regular local school district","2060","302","11","12431","2283","0.183654"
"2013","3614670","HONEOYE CENTRAL SCHOOL DISTRICT","New York","HONEOYE","Regular local school district","641","102","0","6070","811","0.133608"
"2013","3614700","HONEOYE FALLS-LIMA CENTRAL SCHOOL DISTRICT","New York","HONEOYE FALLS","Regular local school district","2356","319","9","13734","2734","0.199068"
"2013","3614730","HOOSIC VALLEY CENTRAL SCHOOL DISTRICT","New York","SCHAGHTICOKE","Regular local school district","1005","167","0","6699","1162","0.173459"
"2013","3614760","HOOSICK FALLS CENTRAL SCHOOL DISTRICT","New York","HOOSICK FALLS","Regular local school district","1170","152","6","7989","1380","0.172738"
"2013","3614820","HORNELL CITY SCHOOL DISTRICT","New York","HORNELL","Regular local school district","1741","325","0","10704","1817","0.16975"
"2013","3614850","HORSEHEADS CENTRAL SCHOOL DISTRICT","New York","HORSEHEADS","Regular local school district","4140","546","15","26855","4432","0.165034"
"2013","3614880","SACKETS HARBOR CENTRAL SCHOOL DISTRICT","New York","SACKETS HARBOR","Regular local school district","470","66","0","3300","504","0.152727"
"2013","3614940","HUDSON CITY SCHOOL DISTRICT","New York","HUDSON","Regular local school district","1876","397","136","15856","2057","0.12973"
"2013","3614970","HUDSON FALLS CENTRAL SCHOOL DISTRICT","New York","FORT EDWARD","Regular local school district","2440","421","10","15364","2286","0.148789"
"2013","3615030","GEORGE JUNIOR REPUBLIC UNION FREE SCHOOL DISTRICT","New York","FREEVILLE","Regular local school district","164","75","0","","",""
"2013","3615060","HUNTER-TANNERSVILLE CENTRAL SCHOOL DISTRICT","New York","TANNERSVILLE","Regular local school district","382","76","0","3629","461","0.127032"
"2013","3615090","HUNTINGTON UNION FREE SCHOOL DISTRICT","New York","HUNTINGTON STATION","Regular local school district","4392","797","596","34959","5385","0.154038"
"2013","3615180","HYDE PARK CENTRAL SCHOOL DISTRICT","New York","HYDE PARK","Regular local school district","3705","753","91","33709","4350","0.129046"
"2013","3615210","KINDERHOOK CENTRAL SCHOOL DISTRICT","New York","VALATIE","Regular local school district","1889","320","59","13680","2166","0.158333"
"2013","3615240","ILION CENTRAL SCHOOL DISTRICT","New York","ILION","Regular local school district","Not applicable","Not applicable","Not applicable","","",""
"2013","3615270","INDIAN LAKE CENTRAL SCHOOL DISTRICT","New York","INDIAN LAKE","Regular local school district","125","14","0","1334","144","0.107946"
"2013","3615300","INDIAN RIVER CENTRAL SCHOOL DISTRICT","New York","PHILADELPHIA","Regular local school district","4230","592","132","22365","3852","0.172233"
"2013","3615330","INLET COMMON SCHOOL DISTRICT","New York","INLET","Regular local school district","27","2","0","329","50","0.151976"
"2013","3615360","IROQUOIS CENTRAL SCHOOL DISTRICT","New York","ELMA","Regular local school district","2391","345","3","17079","2860","0.167457"
"2013","3615390","WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","3608","382","50","23922","3858","0.161274"
"2013","3615420","HOPEVALE UNION FREE SCHOOL DISTRICT AT HAMBURG","New York","HAMBURG","Regular local school district","Not applicable","Not applicable","Not applicable","","",""
"2013","3615450","IRVINGTON UNION FREE SCHOOL DISTRICT","New York","IRVINGTON","Regular local school district","1792","256","37","9406","2000","0.21263"
"2013","3615480","ISLAND PARK UNION FREE SCHOOL DISTRICT","New York","ISLAND PARK","Regular local school district","692","83","39","8448","1136","0.13447"
"2013","3615510","ISLAND TREES UNION FREE SCHOOL DISTRICT","New York","LEVITTOWN","Regular local school district","2350","290","67","15566","2657","0.170693"
"2013","3615540","ISLIP UNION FREE SCHOOL DISTRICT","New York","ISLIP","Regular local school district","3087","446","110","19484","3455","0.177325"
"2013","3615570","ITHACA CITY SCHOOL DISTRICT","New York","ITHACA","Regular local school district","5337","762","235","66989","5790","0.0864321"
"2013","3615630","JAMESTOWN CITY SCHOOL DISTRICT","New York","JAMESTOWN","Regular local school district","5127","677","226","32077","5330","0.166163"
"2013","3615720","JEFFERSON CENTRAL SCHOOL DISTRICT","New York","JEFFERSON","Regular local school district","296","38","1","1818","288","0.158416"
"2013","3615780","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT","New York","PORT JEFFERSON STA","Regular local school district","3842","600","169","23854","3918","0.164249"
"2013","3615810","JERICHO UNION FREE SCHOOL DISTRICT","New York","JERICHO","Regular local school district","2999","447","67","17509","2948","0.168371"
"2013","3615870","JOHNSBURG CENTRAL SCHOOL DISTRICT","New York","NORTH CREEK","Regular local school district","341","65","0","2595","343","0.132177"
"2013","3615900","JOHNSON CITY CENTRAL SCHOOL DISTRICT","New York","JOHNSON CITY","Regular local school district","2574","412","64","19819","2696","0.136031"
"2013","3615980","JOHNSTOWN CITY SCHOOL DISTRICT","New York","JOHNSTOWN","Regular local school district","1797","212","7","11488","1762","0.153377"
"2013","3615990","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","New York","JORDAN","Regular local school district","1401","156","2","9076","1535","0.169127"
"2013","3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT","New York","GOLDENS BRIDGE","Regular local school district","3388","505","38","18607","4191","0.225238"
"2013","3616140","KEENE CENTRAL SCHOOL DISTRICT","New York","KEENE VALLEY","Regular local school district","168","24","0","1097","131","0.119417"
"2013","3616170","AUSABLE VALLEY CENTRAL SCHOOL DISTRICT","New York","CLINTONVILLE","Regular local school district","1179","190","0","8952","1273","0.142203"
"2013","3616200","KENDALL CENTRAL SCHOOL DISTRICT","New York","KENDALL","Regular local school district","772","113","10","5093","840","0.164932"
"2013","3616230","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","New York","BUFFALO","Regular local school district","7193","1672","153","67469","9351","0.138597"
"2013","3616260","KINGS PARK CENTRAL SCHOOL DISTRICT","New York","KINGS PARK","Regular local school district","3676","620","36","22992","4216","0.183368"
"2013","3616290","KINGSTON CITY SCHOOL DISTRICT","New York","KINGSTON","Regular local school district","6576","1576","219","51173","7245","0.141579"
"2013","3616380","LA FARGEVILLE CENTRAL SCHOOL DISTRICT","New York","LA FARGEVILLE","Regular local school district","573","86","0","3180","644","0.202516"
"2013","3616410","LAFAYETTE CENTRAL SCHOOL DISTRICT","New York","LAFAYETTE","Regular local school district","857","181","0","5033","714","0.141864"
"2013","3616440","LACKAWANNA CITY SCHOOL DISTRICT","New York","LACKAWANNA","Regular local school district","1740","504","220","18157","2661","0.146555"
"2013","3616470","LAKE GEORGE CENTRAL SCHOOL DISTRICT","New York","LAKE GEORGE","Regular local school district","843","111","4","6593","877","0.13302"
"2013","3616500","LAKE PLACID CENTRAL SCHOOL DISTRICT","New York","LAKE PLACID","Regular local school district","657","108","0","6367","989","0.155332"
"2013","3616530","LAKE PLEASANT CENTRAL SCHOOL DISTRICT","New York","SPECULATOR","Regular local school district","123","13","0","771","78","0.101167"
"2013","3616560","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","New York","ANGOLA","Regular local school district","2527","456","2","17813","2790","0.156627"
"2013","3616620","LAKELAND CENTRAL SCHOOL DISTRICT","New York","SHRUB OAK","Regular local school district","6036","1043","70","35986","6753","0.187656"
"2013","3616680","LANCASTER CENTRAL SCHOOL DISTRICT","New York","LANCASTER","Regular local school district","5789","954","4","40445","6676","0.165064"
"2013","3616710","LANSING CENTRAL SCHOOL DISTRICT","New York","LANSING","Regular local school district","1139","173","10","7494","1367","0.182413"
"2013","3616740","LANSINGBURGH CENTRAL SCHOOL DISTRICT","New York","TROY","Regular local school district","2415","517","44","17204","2742","0.159382"
"2013","3616800","LAURENS CENTRAL SCHOOL DISTRICT","New York","LAURENS","Regular local school district","339","72","1","2633","357","0.135587"
"2013","3616830","LAWRENCE UNION FREE SCHOOL DISTRICT","New York","LAWRENCE","Regular local school district","2904","891","257","35893","7089","0.197504"
"2013","3616950","LE ROY CENTRAL SCHOOL DISTRICT","New York","LE ROY","Regular local school district","1282","134","5","8317","1343","0.161476"
"2013","3616960","NORTH WARREN CENTRAL SCHOOL DISTRICT","New York","CHESTERTOWN","Regular local school district","545","94","6","4464","554","0.124104"
"2013","3616980","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","New York","WOLCOTT","Regular local school district","1239","188","18","8829","1458","0.165138"
"2013","3617130","LETCHWORTH CENTRAL SCHOOL DISTRICT","New York","GAINESVILLE","Regular local school district","920","116","1","5910","963","0.162944"
"2013","3617160","LEVITTOWN UNION FREE SCHOOL DISTRICT","New York","LEVITTOWN","Regular local school district","7331","1165","140","46972","7902","0.168228"
"2013","3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","New York","YOUNGSTOWN","Regular local school district","2088","382","4","18658","2485","0.133187"
"2013","3617220","LIBERTY CENTRAL SCHOOL DISTRICT","New York","LIBERTY","Regular local school district","1632","208","100","10529","1511","0.143508"
"2013","3617380","LINDENHURST UNION FREE SCHOOL DISTRICT","New York","LINDENHURST","Regular local school district","6282","1075","241","42191","6926","0.164158"
"2013","3617400","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","New York","WADING RIVER","Regular local school district","104","20","1","","",""
"2013","3617430","LISBON CENTRAL SCHOOL DISTRICT","New York","LISBON","Regular local school district","602","53","0","4402","659","0.149705"
"2013","3617460","LITTLE FALLS CITY SCHOOL DISTRICT","New York","LITTLE FALLS","Regular local school district","1128","169","0","7303","1171","0.160345"
"2013","3617520","LIVERPOOL CENTRAL SCHOOL DISTRICT","New York","LIVERPOOL","Regular local school district","7227","1333","120","51095","7734","0.151365"
"2013","3617580","LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT","New York","LIVINGSTON MANOR","Regular local school district","447","103","5","3443","556","0.161487"
"2013","3617640","LIVONIA CENTRAL SCHOOL DISTRICT","New York","LIVONIA","Regular local school district","1714","166","5","10804","1895","0.175398"
"2013","3617670","LOCKPORT CITY SCHOOL DISTRICT","New York","LOCKPORT","Regular local school district","4914","884","50","35912","5490","0.152874"
"2013","3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","New York","LOCUST VALLEY","Regular local school district","2169","414","83","15765","2884","0.182937"
"2013","3617730","LONG BEACH CITY SCHOOL DISTRICT","New York","LONG BEACH","Regular local school district","3583","710","140","39014","4546","0.116522"
"2013","3617760","LONG LAKE CENTRAL SCHOOL DISTRICT","New York","LONG LAKE","Regular local school district","66","5","0","589","53","0.089983"
"2013","3617820","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","New York","LOWVILLE","Regular local school district","1420","217","0","8781","1587","0.180731"
"2013","3617880","LYME CENTRAL SCHOOL DISTRICT","New York","CHAUMONT","Regular local school district","370","52","1","2400","348","0.145"
"2013","3617910","LYNBROOK UNION FREE SCHOOL DISTRICT","New York","LYNBROOK","Regular local school district","2828","388","43","17770","3016","0.169724"
"2013","3617940","LYNCOURT UNION FREE SCHOOL DISTRICT","New York","SYRACUSE","Regular local school district","327","60","8","3740","549","0.146791"
"2013","3617970","LYNDONVILLE CENTRAL SCHOOL DISTRICT","New York","LYNDONVILLE","Regular local school district","615","91","0","4083","723","0.177076"
"2013","3618030","LYONS CENTRAL SCHOOL DISTRICT","New York","LYONS","Regular local school district","886","157","3","6658","985","0.147942"
"2013","3618080","MADISON CENTRAL SCHOOL DISTRICT","New York","MADISON","Regular local school district","484","76","1","3029","516","0.170353"
"2013","3618090","MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT","New York","MADRID","Regular local school district","722","74","0","4431","728","0.164297"
"2013","3618120","MAHOPAC CENTRAL SCHOOL DISTRICT","New York","MAHOPAC","Regular local school district","4667","831","78","26634","5070","0.190358"
"2013","3618150","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","New York","ENDWELL","Regular local school district","2442","445","8","14783","2416","0.163431"
"2013","3618180","MALONE CENTRAL SCHOOL DISTRICT","New York","MALONE","Regular local school district","2282","438","0","19993","2507","0.125394"
"2013","3618210","MALVERNE UNION FREE SCHOOL DISTRICT","New York","MALVERNE","Regular local school district","1674","331","48","15039","2426","0.161314"
"2013","3618240","MAMARONECK UNION FREE SCHOOL DISTRICT","New York","MAMARONECK","Regular local school district","5244","728","185","28982","5660","0.195294"
"2013","3618270","MANHASSET UNION FREE SCHOOL DISTRICT","New York","MANHASSET","Regular local school district","3298","487","67","16316","3475","0.212981"
"2013","3618330","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","New York","MANLIUS","Regular local school district","4236","465","24","25163","4946","0.196558"
"2013","3618450","MARATHON CENTRAL SCHOOL DISTRICT","New York","MARATHON","Regular local school district","736","140","0","4492","807","0.179653"
"2013","3618480","MARCELLUS CENTRAL SCHOOL DISTRICT","New York","MARCELLUS","Regular local school district","1754","199","6","10341","1885","0.182284"
"2013","3618510","MARGARETVILLE CENTRAL SCHOOL DISTRICT","New York","MARGARETVILLE","Regular local school district","359","55","19","3892","484","0.124358"
"2013","3618540","MARION CENTRAL SCHOOL DISTRICT","New York","MARION","Regular local school district","795","121","6","5621","971","0.172745"
"2013","3618570","MARLBORO CENTRAL SCHOOL DISTRICT","New York","MILTON","Regular local school district","1961","342","32","12636","2118","0.167616"
"2013","3618600","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","New York","CHEEKTOWAGA","Regular local school district","2227","320","53","18640","2338","0.125429"
"2013","3618630","MASSAPEQUA UNION FREE SCHOOL DISTRICT","New York","MASSAPEQUA","Regular local school district","7481","802","15","47583","8832","0.185613"
"2013","3618660","MASSENA CENTRAL SCHOOL DISTRICT","New York","MASSENA","Regular local school district","2924","415","1","17247","2784","0.161419"
"2013","3618690","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT","New York","MASTIC BEACH","Regular local school district","8825","1258","295","50067","9316","0.186071"
"2013","3618750","MAYFIELD CENTRAL SCHOOL DISTRICT","New York","MAYFIELD","Regular local school district","938","153","0","6052","877","0.144911"
"2013","3618840","MCGRAW CENTRAL SCHOOL DISTRICT","New York","MCGRAW","Regular local school district","518","117","0","3535","625","0.176803"
"2013","3618900","MECHANICVILLE CITY SCHOOL DISTRICT","New York","MECHANICVILLE","Regular local school district","1361","230","2","9701","1502","0.154829"
"2013","3618960","MEDINA CENTRAL SCHOOL DISTRICT","New York","MEDINA","Regular local school district","1730","222","15","11047","1834","0.166018"
"2013","3618990","MENANDS UNION FREE SCHOOL DISTRICT","New York","MENANDS","Regular local school district","259","27","24","3918","423","0.107963"
"2013","3619020","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","New York","NORTH MERRICK","Regular local school district","5698","759","27","71299","6467","0.0907025"
"2013","3619110","MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1514","270","14","18131","1731","0.0954718"
"2013","3619170","MEXICO CENTRAL SCHOOL DISTRICT","New York","MEXICO","Regular local school district","2161","385","0","12194","2218","0.181893"
"2013","3619200","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT","New York","CENTEREACH","Regular local school district","10299","1544","306","62830","10880","0.173166"
"2013","3619230","LONGWOOD CENTRAL SCHOOL DISTRICT","New York","MIDDLE ISLAND","Regular local school district","9038","1615","353","65715","9613","0.146283"
"2013","3619260","MIDDLEBURGH CENTRAL SCHOOL DISTRICT","New York","MIDDLEBURGH","Regular local school district","812","163","0","6279","897","0.142857"
"2013","3619320","MIDDLETOWN CITY SCHOOL DISTRICT","New York","MIDDLETOWN","Regular local school district","7141","1164","854","41179","7315","0.177639"
"2013","3619350","MILFORD CENTRAL SCHOOL DISTRICT","New York","MILFORD","Regular local school district","429","64","3","3008","434","0.144282"
"2013","3619380","MILLBROOK CENTRAL SCHOOL DISTRICT","New York","MILLBROOK","Regular local school district","1094","220","13","7891","1430","0.181219"
"2013","3619410","MILLER PLACE UNION FREE SCHOOL DISTRICT","New York","MILLER PLACE","Regular local school district","2842","424","21","15927","3204","0.201168"
"2013","3619500","MINEOLA UNION FREE SCHOOL DISTRICT","New York","MINEOLA","Regular local school district","2778","447","207","23747","3177","0.133785"
"2013","3619530","MINERVA CENTRAL SCHOOL DISTRICT","New York","OLMSTEDVILLE","Regular local school district","119","21","0","815","111","0.136196"
"2013","3619560","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","New York","SLATE HILL","Regular local school district","4021","701","32","23197","4487","0.19343"
"2013","3619590","MOHAWK CENTRAL SCHOOL DISTRICT","New York","MOHAWK","Regular local school district","Not applicable","Not applicable","Not applicable","","",""
"2013","3619650","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","New York","CENTRAL VALLEY","Regular local school district","6993","1127","202","36858","7797","0.211542"
"2013","3619680","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)","New York","MONTGOMERY","Regular local school district","4374","918","38","27090","5133","0.18948"
"2013","3619710","MONTAUK UNION FREE SCHOOL DISTRICT","New York","MONTAUK","Regular local school district","358","45","40","3340","381","0.114072"
"2013","3619740","MONTICELLO CENTRAL SCHOOL DISTRICT","New York","MONTICELLO","Regular local school district","3034","519","101","21686","3666","0.169049"
"2013","3619800","MORAVIA CENTRAL SCHOOL DISTRICT","New York","MORAVIA","Regular local school district","967","161","0","7530","1029","0.136653"
"2013","3619830","MORIAH CENTRAL SCHOOL DISTRICT","New York","PORT HENRY","Regular local school district","745","174","0","4723","697","0.147576"
"2013","3619860","MORRIS CENTRAL SCHOOL DISTRICT","New York","MORRIS","Regular local school district","404","87","0","2671","445","0.166604"
"2013","3619890","MORRISTOWN CENTRAL SCHOOL DISTRICT","New York","MORRISTOWN","Regular local school district","345","51","0","2641","452","0.171147"
