"year","leaid","lea_name","state_name","city_location","agency_type","enrollment","spec_ed_students","english_language_learners","est_population_total","est_population_5_17","est_population_5_17_pct"
"2015","3600081","NEW YORK CITY GEOGRAPHIC DISTRICT # 5","New York","NEW YORK","Local school district that is a component of a supervisory union","12586","4474","1227","","",""
"2015","3600082","KIPP STAR COLLEGE PREP CHARTER","New York","NEW YORK","Charter agency","722","Missing/not reported","29","","",""
"2015","3600083","NEW YORK CITY GEOGRAPHIC DISTRICT # 6","New York","NEW YORK","Local school district that is a component of a supervisory union","23477","5579","6575","","",""
"2015","3600084","NEW YORK CITY GEOGRAPHIC DISTRICT # 7","New York","BRONX","Local school district that is a component of a supervisory union","20197","6236","3410","","",""
"2015","3600085","NEW YORK CITY GEOGRAPHIC DISTRICT # 8","New York","BRONX","Local school district that is a component of a supervisory union","29413","9085","3686","","",""
"2015","3600086","NEW YORK CITY GEOGRAPHIC DISTRICT # 9","New York","BRONX","Local school district that is a component of a supervisory union","37209","10216","8606","","",""
"2015","3600087","NEW YORK CITY GEOGRAPHIC DISTRICT #10","New York","BRONX","Local school district that is a component of a supervisory union","56031","13582","11225","","",""
"2015","3600088","NEW YORK CITY GEOGRAPHIC DISTRICT #11","New York","BRONX","Local school district that is a component of a supervisory union","40204","10328","4023","","",""
"2015","3600089","BRONX CHARTER SCHOOL FOR BETTER LEARNING","New York","BRONX","Charter agency","499","Missing/not reported","12","","",""
"2015","3600090","NEW YORK CITY GEOGRAPHIC DISTRICT #12","New York","BRONX","Local school district that is a component of a supervisory union","24581","6532","4561","","",""
"2015","3600091","NEW YORK CITY GEOGRAPHIC DISTRICT #13","New York","BROOKLYN","Local school district that is a component of a supervisory union","21514","3717","979","","",""
"2015","3600092","NEW YORK CITY GEOGRAPHIC DISTRICT #15","New York","BROOKLYN","Local school district that is a component of a supervisory union","31036","6733","5381","","",""
"2015","3600094","NEW YORK CITY GEOGRAPHIC DISTRICT #16","New York","BROOKLYN","Local school district that is a component of a supervisory union","7600","2851","382","","",""
"2015","3600095","NEW YORK CITY GEOGRAPHIC DISTRICT #17","New York","BROOKLYN","Local school district that is a component of a supervisory union","23325","7254","2223","","",""
"2015","3600096","NEW YORK CITY GEOGRAPHIC DISTRICT #18","New York","BROOKLYN","Local school district that is a component of a supervisory union","16571","4094","775","","",""
"2015","3600097","NEW YORK CITY GEOGRAPHIC DISTRICT #32","New York","BROOKLYN","Local school district that is a component of a supervisory union","12590","3133","2501","","",""
"2015","3600098","NEW YORK CITY GEOGRAPHIC DISTRICT #24","New York","CORONA","Local school district that is a component of a supervisory union","58907","11307","13285","","",""
"2015","3600099","NEW YORK CITY GEOGRAPHIC DISTRICT #26","New York","BAYSIDE","Local school district that is a component of a supervisory union","31868","4702","2134","","",""
"2015","3600100","NEW YORK CITY GEOGRAPHIC DISTRICT #28","New York","JAMAICA","Local school district that is a component of a supervisory union","41096","7511","3911","","",""
"2015","3600101","NEW YORK CITY GEOGRAPHIC DISTRICT #29","New York","QUEENS VILLAGE","Local school district that is a component of a supervisory union","27809","6031","2033","","",""
"2015","3600102","NEW YORK CITY GEOGRAPHIC DISTRICT #30","New York","LONG ISLAND CITY","Local school district that is a component of a supervisory union","39993","7084","7049","","",""
"2015","3600103","NEW YORK CITY GEOGRAPHIC DISTRICT #31","New York","STATEN ISLAND","Local school district that is a component of a supervisory union","61899","17045","3234","","",""
"2015","3600104","SYRACUSE ACADEMY OF SCIENCE CHARTER SCHOOL","New York","SYRACUSE","Charter agency","877","Missing/not reported","47","","",""
"2015","3600105","BUFFALO ACADEMY OF SCIENCE CHARTER SCHOOL","New York","BUFFALO","Charter agency","391","Missing/not reported","19","","",""
"2015","3600106","WESTERN NEW YORK MARITIME CHARTER SCHOOL","New York","BUFFALO","Charter agency","338","Missing/not reported","22","","",""
"2015","3600107","WESTMINSTER COMMUNITY CHARTER SCHOOL","New York","BUFFALO","Charter agency","542","Missing/not reported","Missing/not reported","","",""
"2015","3600108","HARLEM CHILDREN'S ZONE PROMISE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1120","Missing/not reported","27","","",""
"2015","3600109","OPPORTUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","469","Missing/not reported","43","","",""
"2015","3600110","BRONX CHARTER SCHOOL FOR CHILDREN","New York","BRONX","Charter agency","426","Missing/not reported","78","","",""
"2015","3600111","BRONX LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","658","Missing/not reported","53","","",""
"2015","3600112","GRAND CONCOURSE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","485","Missing/not reported","90","","",""
"2015","3600113","BRONX CHARTER SCHOOL FOR EXCELLENCE","New York","BRONX","Charter agency","766","Missing/not reported","60","","",""
"2015","3600114","EXCELLENCE BOYS CHARTER SCHOOL OF BEDFORD STUYVESANT","New York","BROOKLYN","Charter agency","806","Missing/not reported","13","","",""
"2015","3600115","WILLIAMSBURG CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","962","Missing/not reported","53","","",""
"2015","3600116","BROOKLYN EXCELSIOR CHARTER SCHOOL","New York","BROOKLYN","Charter agency","679","Missing/not reported","15","","",""
"2015","3600118","PENINSULA PREPARATORY ACADEMY CHARTER SCHOOL","New York","FAR ROCKAWAY","Charter agency","314","Missing/not reported","17","","",""
"2015","3600119","NEW YORK CITY GEOGRAPHIC DISTRICT #14","New York","BROOKLYN","Local school district that is a component of a supervisory union","19050","4838","1974","","",""
"2015","3600120","NEW YORK CITY GEOGRAPHIC DISTRICT #19","New York","BROOKLYN","Local school district that is a component of a supervisory union","23873","6665","2807","","",""
"2015","3600121","NEW YORK CITY GEOGRAPHIC DISTRICT #23","New York","BROOKLYN","Local school district that is a component of a supervisory union","10037","3321","510","","",""
"2015","3600122","NEW YORK CITY GEOGRAPHIC DISTRICT #25","New York","FLUSHING","Local school district that is a component of a supervisory union","36647","6098","6605","","",""
"2015","3600123","NEW YORK CITY GEOGRAPHIC DISTRICT #27","New York","OZONE PARK","Local school district that is a component of a supervisory union","45845","10524","4517","","",""
"2015","3600124","CANISTEO-GREENWOOD CSD","New York","CANISTEO","Regular local school district","976","162","4","5803","938","0.161641"
"2015","3600125","EASTPORT-SOUTH MANOR CSD","New York","MANORVILLE","Regular local school district","3528","604","41","19032","3704","0.19462"
"2015","3600126","NEW YORK STATE DEPARTMENT OF CORRECTIONS","New York","ALBANY","State-operated agency","1181","429","Missing/not reported","","",""
"2015","3600127","NEW YORK STATE OFFICE MENTAL HEALTH (OMH)","New York","ALBANY","State-operated agency","345","224","Missing/not reported","","",""
"2015","3600128","KIPP TECH VALLEY CHARTER SCHOOL","New York","ALBANY","Charter agency","302","Missing/not reported","Missing/not reported","","",""
"2015","3600131","NEW YORK STATE OFFICE OF CHILDREN AND FAMILY SERVICES (OCFS)","New York","RENSSELAER","State-operated agency","341","148","Missing/not reported","","",""
"2015","3600132","ORACLE CHARTER SCHOOL","New York","BUFFALO","Charter agency","369","Missing/not reported","13","","",""
"2015","3600133","NEW YORK STATE SCHOOL FOR THE BLIND","New York","BATAVIA","State-operated agency","53","52","Missing/not reported","","",""
"2015","3600134","URBAN CHOICE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","399","Missing/not reported","7","","",""
"2015","3600135","NYC SPECIAL SCHOOLS - DISTRICT 75","New York","NEW YORK","Local school district that is a component of a supervisory union","","Missing/not reported","","","",""
"2015","3600136","GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK","New York","NEW YORK","Charter agency","602","Missing/not reported","12","","",""
"2015","3600137","MANHATTAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","268","Missing/not reported","15","","",""
"2015","3600138","HARLEM LINK CHARTER SCHOOL","New York","NEW YORK","Charter agency","309","Missing/not reported","14","","",""
"2015","3600139","FUTURE LEADERS INSTITUTE CHARTER SCHOOL","New York","NEW YORK","Charter agency","389","Missing/not reported","25","","",""
"2015","3600140","HARLEM CHILDREN'S ZONE PROMISE ACADEMY II CHARTER SCHOOL","New York","NEW YORK","Charter agency","872","Missing/not reported","28","","",""
"2015","3600141","HARLEM VILLAGE ACADEMY LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","908","Missing/not reported","40","","",""
"2015","3600142","NEW YORK CENTER FOR AUTISM CHARTER SCHOOL","New York","NEW YORK","Charter agency","32","Missing/not reported","3","","",""
"2015","3600143","KIPP INFINITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","1150","Missing/not reported","134","","",""
"2015","3600144","SOUTH BRONX CHARTER SCHOOL-INTER CULTURES AND ARTS","New York","BRONX","Charter agency","443","Missing/not reported","152","","",""
"2015","3600145","WILLIAMSBURG COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","535","Missing/not reported","23","","",""
"2015","3600146","HELLENIC CLASSICAL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","477","Missing/not reported","13","","",""
"2015","3600147","ACHIEVEMENT FIRST CROWN HEIGHTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1011","Missing/not reported","3","","",""
"2015","3600148","KIPP AMP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","786","Missing/not reported","6","","",""
"2015","3600149","ACHIEVEMENT FIRST EAST NEW YORK CHARTER SCHOOL","New York","BROOKLYN","Charter agency","849","Missing/not reported","11","","",""
"2015","3600150","UFT CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","346","Missing/not reported","5","","",""
"2015","3600151","NEW YORK CITY GEOGRAPHIC DISTRICT #20","New York","BROOKLYN","Local school district that is a component of a supervisory union","49749","12200","12220","","",""
"2015","3600152","NEW YORK CITY GEOGRAPHIC DISTRICT #21","New York","BROOKLYN","Local school district that is a component of a supervisory union","34757","10391","5564","","",""
"2015","3600153","NEW YORK CITY GEOGRAPHIC DISTRICT #22","New York","BROOKLYN","Local school district that is a component of a supervisory union","35305","9971","3596","","",""
"2015","3600154","NEW YORK STATE SCHOOL FOR THE DEAF","New York","ROME","State-operated agency","51","46","Missing/not reported","","",""
"2015","3600155","CHARTER SCHOOL OF EDUCATIONAL EXCELLENCE","New York","YONKERS","Charter agency","690","Missing/not reported","80","","",""
"2015","3600157","EXPLORE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","521","Missing/not reported","26","","",""
"2015","3600158","DEMOCRACY PREPARATORY CHARTER SCHOOL","New York","NEW YORK","Charter agency","722","Missing/not reported","19","","",""
"2015","3600159","COMMUNITY ROOTS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","461","Missing/not reported","10","","",""
"2015","3600160","ELMWOOD VILLAGE CHARTER SCHOOL","New York","BUFFALO","Charter agency","376","Missing/not reported","5","","",""
"2015","3600161","SOUTH BRONX CLASSICAL CHARTER SCHOOL","New York","BRONX","Charter agency","438","Missing/not reported","43","","",""
"2015","3600162","ALBANY COMMUNITY CHARTER SCHOOL","New York","ALBANY","Charter agency","661","Missing/not reported","6","","",""
"2015","3600163","INTERNATIONAL LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","350","Missing/not reported","38","","",""
"2015","3600164","NIAGARA CHARTER SCHOOL","New York","NIAGARA FALLS","Charter agency","347","Missing/not reported","Missing/not reported","","",""
"2015","3600165","HYDE LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","951","Missing/not reported","75","","",""
"2015","3600166","ACHIEVEMENT FIRST BUSHWICK CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1066","Missing/not reported","88","","",""
"2015","3600167","NEW HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","746","Missing/not reported","77","","",""
"2015","3600169","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 1","New York","NEW YORK","Charter agency","1131","Missing/not reported","33","","",""
"2015","3600170","ACHIEVEMENT FIRST ENDEAVOR CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1008","Missing/not reported","5","","",""
"2015","3600172","LEADERSHIP PREPARATORY BEDFORD STUYVESANT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","776","Missing/not reported","14","","",""
"2015","3600173","TRUE NORTH ROCHESTER PREPARATORY CHARTER SCHOOL (THE)","New York","ROCHESTER","Charter agency","912","Missing/not reported","6","","",""
"2015","3600943","ICAHN CHARTER SCHOOL 2","New York","BRONX","Charter agency","326","Missing/not reported","26","","",""
"2015","3600944","KINGS COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","527","Missing/not reported","5","","",""
"2015","3600945","GREEN TECH HIGH CHARTER SCHOOL","New York","ALBANY","Charter agency","349","Missing/not reported","Missing/not reported","","",""
"2015","3600946","HENRY JOHNSON CHARTER SCHOOL","New York","ALBANY","Charter agency","395","Missing/not reported","5","","",""
"2015","3600947","NYS OFFICE FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES","New York","ALBANY","State-operated agency","7","7","Missing/not reported","","",""
"2015","3600948","NORTHSIDE CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","392","Missing/not reported","28","","",""
"2015","3600949","PAVE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","469","Missing/not reported","27","","",""
"2015","3600950","ROCHESTER ACADEMY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","370","Missing/not reported","21","","",""
"2015","3600951","ETHICAL COMMUNITY CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","","","","","",""
"2015","3600952","EQUITY PROJECT CHARTER SCHOOL (THE)","New York","NEW YORK","Charter agency","475","Missing/not reported","104","","",""
"2015","3600953","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 4","New York","NEW YORK","Charter agency","609","Missing/not reported","33","","",""
"2015","3600954","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 2","New York","NEW YORK","Charter agency","813","Missing/not reported","29","","",""
"2015","3600955","ICAHN CHARTER SCHOOL 3","New York","BRONX","Charter agency","316","Missing/not reported","11","","",""
"2015","3600956","BRONX ACADEMY OF PROMISE CHARTER SCHOOL","New York","BRONX","Charter agency","574","Missing/not reported","115","","",""
"2015","3600957","VOICE CHARTER SCHOOL OF NEW YORK","New York","LONG ISLAND CITY","Charter agency","628","Missing/not reported","107","","",""
"2015","3600958","ST HOPE LEADERSHIP ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","300","Missing/not reported","29","","",""
"2015","3600959","NYC CHARTER HS - AECI","New York","BRONX","Charter agency","421","Missing/not reported","62","","",""
"2015","3600960","MOTT HAVEN ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","301","Missing/not reported","48","","",""
"2015","3600961","LA CIMA CHARTER SCHOOL","New York","BROOKLYN","Charter agency","432","Missing/not reported","26","","",""
"2015","3600962","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 3","New York","NEW YORK","Charter agency","779","Missing/not reported","29","","",""
"2015","3600963","UNIVERSITY PREP CHARTER HIGH SCHOOL","New York","BRONX","Charter agency","400","Missing/not reported","39","","",""
"2015","3600964","DREAM CHARTER SCHOOL","New York","NEW YORK","Charter agency","447","Missing/not reported","29","","",""
"2015","3600965","BEDFORD STUYVESANT COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","477","Missing/not reported","10","","",""
"2015","3600966","BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","1164","Missing/not reported","11","","",""
"2015","3600967","BGLIG-SHIRLEY RODRIQUEZ-REMENESKI CS","New York","BRONX","Charter agency","430","Missing/not reported","38","","",""
"2015","3600968","BRONX COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","410","Missing/not reported","66","","",""
"2015","3600969","ACHIEVEMENT FIRST BROWNSVILLE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","817","Missing/not reported","13","","",""
"2015","3600970","ALOMA D JOHNSON CHARTER SCHOOL","New York","BUFFALO","Charter agency","290","Missing/not reported","5","","",""
"2015","3600984","BROWNSVILLE COLLEGIATE  CHARTER SCHOOL","New York","BROOKLYN","Charter agency","489","Missing/not reported","17","","",""
"2015","3600986","GIRLS PREPARATORY CHARTER SCHOOL OF THE BRONX","New York","BRONX","Charter agency","674","Missing/not reported","36","","",""
"2015","3600987","GROWING UP GREEN CHARTER SCHOOL","New York","LONG ISLAND CITY","Charter agency","706","Missing/not reported","64","","",""
"2015","3600988","EVERGREEN CHARTER SCHOOL","New York","HEMPSTEAD","Charter agency","301","Missing/not reported","89","","",""
"2015","3600989","BROOKLYN SCHOLARS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","679","Missing/not reported","3","","",""
"2015","3600990","NEW ROOTS CHARTER SCHOOL","New York","ITHACA","Charter agency","137","Missing/not reported","Missing/not reported","","",""
"2015","3600991","BROOKLYN PROSPECT CHARTER SCHOOL","New York","BROOKLYN","Charter agency","925","Missing/not reported","19","","",""
"2015","3600992","TRUE NORTH TROY PREPARATORY CHARTER SCHOOL","New York","TROY","Charter agency","520","Missing/not reported","9","","",""
"2015","3600993","LEADERSHIP PREPARATORY OCEAN HILL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","705","Missing/not reported","18","","",""
"2015","3600994","EXPLORE EMPOWER CHARTER SCHOOL","New York","BROOKLYN","Charter agency","509","Missing/not reported","18","","",""
"2015","3600995","ICAHN CHARTER SCHOOL 4","New York","BRONX","Charter agency","318","Missing/not reported","Missing/not reported","","",""
"2015","3600996","JOHN W LAVELLE PREPARATORY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","495","Missing/not reported","12","","",""
"2015","3600997","ACADEMY CHARTER SCHOOL","New York","HEMPSTEAD","Charter agency","791","Missing/not reported","52","","",""
"2015","3600998","SUMMIT ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","327","Missing/not reported","14","","",""
"2015","3600999","FAHARI ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","370","Missing/not reported","27","","",""
"2015","3601000","EXCELLENCE GIRLS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","705","Missing/not reported","15","","",""
"2015","3601001","ACADEMIC LEADERSHIP CHARTER SCHOOL","New York","BRONX","Charter agency","485","Missing/not reported","56","","",""
"2015","3601002","BROWNSVILLE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","902","Missing/not reported","10","","",""
"2015","3601003","HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","563","Missing/not reported","44","","",""
"2015","3601004","CONEY ISLAND PREPARATORY PUBLIC CHARTER SCHOOL","New York","BROOKLYN","Charter agency","785","Missing/not reported","23","","",""
"2015","3601005","EQUALITY CHARTER SCHOOL","New York","BRONX","Charter agency","447","Missing/not reported","14","","",""
"2015","3601006","ALBANY LEADERSHIP CHARTER HIGH SCHOOL FOR GIRLS","New York","ALBANY","Charter agency","363","Missing/not reported","17","","",""
"2015","3601008","UNIVERSITY PREPARATORY CHARTER SCHOOL FOR YOUNG MEN","New York","ROCHESTER","Charter agency","446","Missing/not reported","4","","",""
"2015","3601009","SUCCESS ACADEMY CHARTER SCHOOL-HARLEM 5","New York","NEW YORK","Charter agency","607","Missing/not reported","34","","",""
"2015","3601010","DEMOCRACY PREP HARLEM CHARTER SCHOOL","New York","NEW YORK","Charter agency","816","Missing/not reported","47","","",""
"2015","3601011","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 1","New York","BRONX","Charter agency","616","Missing/not reported","39","","",""
"2015","3601012","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 2","New York","BRONX","Charter agency","615","Missing/not reported","40","","",""
"2015","3601013","NEW HOPE ACADEMY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","380","Missing/not reported","Missing/not reported","","",""
"2015","3601014","CULTURAL ARTS ACADEMY CHARTER SCHOOL AT SPRING CREEK","New York","BROOKLYN","Charter agency","274","Missing/not reported","Missing/not reported","","",""
"2015","3601015","BROOKLYN DREAMS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","672","Missing/not reported","50","","",""
"2015","3601016","LEADERSHIP PREPARATORY BROWNSVILLE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","669","Missing/not reported","7","","",""
"2015","3601017","BUSHWICK ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","745","Missing/not reported","134","","",""
"2015","3601018","CHALLENGE PREPARATORY CHARTER SCHOOL","New York","FAR ROCKAWAY","Charter agency","580","Missing/not reported","22","","",""
"2015","3601019","NEW WORLD PREPARATORY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","374","Missing/not reported","42","","",""
"2015","3601020","BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR BOYS","New York","ALBANY","Charter agency","","","","","",""
"2015","3601021","BRIGHTER CHOICE CHARTER MIDDLE SCHOOL FOR GIRLS","New York","ALBANY","Charter agency","","","","","",""
"2015","3601022","HEALTH SCIENCES CHARTER SCHOOL","New York","BUFFALO","Charter agency","462","Missing/not reported","6","","",""
"2015","3601023","NEW YORK FRENCH-AMERICAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","257","Missing/not reported","41","","",""
"2015","3601024","INWOOD ACADEMY FOR LEADERSHIP CHARTER SCHOOL","New York","NEW YORK","Charter agency","698","Missing/not reported","101","","",""
"2015","3601025","METROPOLITAN LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","428","Missing/not reported","57","","",""
"2015","3601027","DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL","New York","BRONX","Charter agency","627","Missing/not reported","59","","",""
"2015","3601028","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","New York","BROOKLYN","Charter agency","679","Missing/not reported","49","","",""
"2015","3601029","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","592","Missing/not reported","49","","",""
"2015","3601030","HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","381","Missing/not reported","36","","",""
"2015","3601031","IMAGINE ME LEADERSHIP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","219","Missing/not reported","3","","",""
"2015","3601032","OCEAN HILL COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","392","Missing/not reported","3","","",""
"2015","3601033","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","385","Missing/not reported","9","","",""
"2015","3601034","ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","New York","JAMAICA","Charter agency","247","Missing/not reported","Missing/not reported","","",""
"2015","3601035","RIVERTON STREET CHARTER SCHOOL","New York","SAINT ALBANS","Charter agency","833","Missing/not reported","9","","",""
"2015","3601036","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION","New York","NEW YORK","Charter agency","456","Missing/not reported","47","","",""
"2015","3601037","STATEN ISLAND COMMUNITY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","325","Missing/not reported","13","","",""
"2015","3601038","LEFFERTS GARDENS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","437","Missing/not reported","16","","",""
"2015","3601039","SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","New York","NEW YORK","Charter agency","542","Missing/not reported","9","","",""
"2015","3601040","TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS","New York","ROCHESTER","Charter agency","687","Missing/not reported","6","","",""
"2015","3601041","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE)","New York","BRONX","Charter agency","508","Missing/not reported","50","","",""
"2015","3601042","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","325","Missing/not reported","28","","",""
"2015","3601043","BROOME STREET ACADEMY CHARTER HIGH SCHOOL","New York","NEW YORK","Charter agency","320","Missing/not reported","9","","",""
"2015","3601044","NEW YORK CITY MONTESSORI CHARTER SCHOOL","New York","BRONX","Charter agency","280","Missing/not reported","59","","",""
"2015","3601045","INNOVATE MANHATTAN CHARTER SCHOOL","New York","NEW YORK","Charter agency","","","","","",""
"2015","3601046","DISCOVERY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","293","Missing/not reported","8","","",""
"2015","3601047","NEW VISIONS CHARTER HS-ADV MATH/SCIE","New York","BRONX","Charter agency","454","Missing/not reported","30","","",""
"2015","3601048","TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER","New York","BROOKLYN","Charter agency","364","Missing/not reported","31","","",""
"2015","3601049","ICAHN CHARTER SCHOOL 5","New York","BRONX","Charter agency","248","Missing/not reported","3","","",""
"2015","3601050","INVICTUS PREPARATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","304","Missing/not reported","10","","",""
"2015","3601051","AMANI PUBLIC CHARTER SCHOOL","New York","MOUNT VERNON","Charter agency","331","Missing/not reported","3","","",""
"2015","3601052","EXPLORE EXCEL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","483","Missing/not reported","18","","",""
"2015","3601053","ACADEMY OF THE CITY CHARTER SCHOOL","New York","WOODSIDE","Charter agency","416","Missing/not reported","41","","",""
"2015","3601054","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1","New York","BROOKLYN","Charter agency","474","Missing/not reported","17","","",""
"2015","3601055","WEST BUFFALO CHARTER SCHOOL","New York","BUFFALO","Charter agency","298","Missing/not reported","77","","",""
"2015","3601056","CENTRAL QUEENS ACADEMY CHARTER SCHOOL","New York","ELMHURST","Charter agency","405","Missing/not reported","29","","",""
"2015","3601057","ROADS CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","240","Missing/not reported","10","","",""
"2015","3601058","EXPLORE EXCEED CHARTER SCHOOL","New York","BROOKLYN","Charter agency","427","Missing/not reported","21","","",""
"2015","3601059","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL","New York","BROOKLYN","Charter agency","313","Missing/not reported","10","","",""
"2015","3601060","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL","New York","BROOKLYN","Charter agency","418","Missing/not reported","15","","",""
"2015","3601061","NEW DAWN CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","292","Missing/not reported","13","","",""
"2015","3601062","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","New York","BROOKLYN","Charter agency","415","Missing/not reported","28","","",""
"2015","3601063","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2","New York","BROOKLYN","Charter agency","358","Missing/not reported","12","","",""
"2015","3601064","BEGINNING WITH CHILDREN CHARTER SCHOOL II","New York","BROOKLYN","Charter agency","255","Missing/not reported","53","","",""
"2015","3601065","URBAN DOVE TEAM CHARTER SCHOOL","New York","BROOKLYN","Charter agency","291","Missing/not reported","8","","",""
"2015","3601066","CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","305","Missing/not reported","26","","",""
"2015","3601067","ROADS CHARTER SCHOOL II","New York","BRONX","Charter agency","239","Missing/not reported","25","","",""
"2015","3601068","TECH INTERNATIONAL CHARTER SCHOOL","New York","BRONX","Charter agency","348","Missing/not reported","43","","",""
"2015","3601069","ICAHN CHARTER SCHOOL 6","New York","BRONX","Charter agency","216","Missing/not reported","6","","",""
"2015","3601070","FAMILY LIFE ACADEMY CHARTER SCHOOL II","New York","BRONX","Charter agency","257","Missing/not reported","32","","",""
"2015","3601071","MOTT HALL CHARTER SCHOOL","New York","BRONX","Charter agency","247","Missing/not reported","26","","",""
"2015","3601072","NEW VISIONS CHTR HS-ADV MA/SCI II","New York","BRONX","Charter agency","512","Missing/not reported","47","","",""
"2015","3601073","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","New York","BRONX","Charter agency","441","Missing/not reported","55","","",""
