"year","leaid","lea_name","state_name","city_location","agency_type","enrollment"
"2014","3615720","JEFFERSON CENTRAL SCHOOL DISTRICT","New York","JEFFERSON","Regular local school district","296"
"2014","3615780","BROOKHAVEN-COMSEWOGUE UNION FREE SCHOOL DISTRICT","New York","PORT JEFFERSON STATION","Regular local school district","3791"
"2014","3615810","JERICHO UNION FREE SCHOOL DISTRICT","New York","JERICHO","Regular local school district","2960"
"2014","3615870","JOHNSBURG CENTRAL SCHOOL DISTRICT","New York","NORTH CREEK","Regular local school district","354"
"2014","3615900","JOHNSON CITY CENTRAL SCHOOL DISTRICT","New York","JOHNSON CITY","Regular local school district","2562"
"2014","3615980","JOHNSTOWN CITY SCHOOL DISTRICT","New York","JOHNSTOWN","Regular local school district","1809"
"2014","3615990","JORDAN-ELBRIDGE CENTRAL SCHOOL DISTRICT","New York","JORDAN","Regular local school district","1382"
"2014","3616080","KATONAH-LEWISBORO UNION FREE SCHOOL DISTRICT","New York","SOUTH SALEM","Regular local school district","3233"
"2014","3616140","KEENE CENTRAL SCHOOL DISTRICT","New York","KEENE VALLEY","Regular local school district","171"
"2014","3616170","AUSABLE VALLEY CENTRAL SCHOOL DISTRICT","New York","CLINTONVILLE","Regular local school district","1151"
"2014","3616200","KENDALL CENTRAL SCHOOL DISTRICT","New York","KENDALL","Regular local school district","737"
"2014","3616230","KENMORE-TONAWANDA UNION FREE SCHOOL DISTRICT","New York","BUFFALO","Regular local school district","7171"
"2014","3616260","KINGS PARK CENTRAL SCHOOL DISTRICT","New York","KINGS PARK","Regular local school district","3555"
"2014","3616290","KINGSTON CITY SCHOOL DISTRICT","New York","KINGSTON","Regular local school district","6471"
"2014","3616380","LA FARGEVILLE CENTRAL SCHOOL DISTRICT","New York","LA FARGEVILLE","Regular local school district","556"
"2014","3616410","LAFAYETTE CENTRAL SCHOOL DISTRICT","New York","LAFAYETTE","Regular local school district","895"
"2014","3616440","LACKAWANNA CITY SCHOOL DISTRICT","New York","LACKAWANNA","Regular local school district","1858"
"2014","3616470","LAKE GEORGE CENTRAL SCHOOL DISTRICT","New York","LAKE GEORGE","Regular local school district","867"
"2014","3616500","LAKE PLACID CENTRAL SCHOOL DISTRICT","New York","LAKE PLACID","Regular local school district","708"
"2014","3616530","LAKE PLEASANT CENTRAL SCHOOL DISTRICT","New York","SPECULATOR","Regular local school district","102"
"2014","3616560","EVANS-BRANT CENTRAL SCHOOL DISTRICT (LAKE SHORE)","New York","ANGOLA","Regular local school district","2499"
"2014","3616620","LAKELAND CENTRAL SCHOOL DISTRICT","New York","SHRUB OAK","Regular local school district","5900"
"2014","3616680","LANCASTER CENTRAL SCHOOL DISTRICT","New York","LANCASTER","Regular local school district","5820"
"2014","3616710","LANSING CENTRAL SCHOOL DISTRICT","New York","LANSING","Regular local school district","1175"
"2014","3616740","LANSINGBURGH CENTRAL SCHOOL DISTRICT","New York","TROY","Regular local school district","2428"
"2014","3616800","LAURENS CENTRAL SCHOOL DISTRICT","New York","LAURENS","Regular local school district","344"
"2014","3616830","LAWRENCE UNION FREE SCHOOL DISTRICT","New York","LAWRENCE","Regular local school district","2890"
"2014","3616950","LE ROY CENTRAL SCHOOL DISTRICT","New York","LE ROY","Regular local school district","1292"
"2014","3616960","NORTH WARREN CENTRAL SCHOOL DISTRICT","New York","CHESTERTOWN","Regular local school district","557"
"2014","3616980","NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT","New York","WOLCOTT","Regular local school district","1315"
"2014","3617130","LETCHWORTH CENTRAL SCHOOL DISTRICT","New York","GAINESVILLE","Regular local school district","942"
"2014","3617160","LEVITTOWN UNION FREE SCHOOL DISTRICT","New York","LEVITTOWN","Regular local school district","7240"
"2014","3617190","LEWISTON-PORTER CENTRAL SCHOOL DISTRICT","New York","YOUNGSTOWN","Regular local school district","2112"
"2014","3617220","LIBERTY CENTRAL SCHOOL DISTRICT","New York","LIBERTY","Regular local school district","1647"
"2014","3617380","LINDENHURST UNION FREE SCHOOL DISTRICT","New York","LINDENHURST","Regular local school district","6249"
"2014","3617400","LITTLE FLOWER UNION FREE SCHOOL DISTRICT","New York","WADING RIVER","Regular local school district","34"
"2014","3617430","LISBON CENTRAL SCHOOL DISTRICT","New York","LISBON","Regular local school district","594"
"2014","3617460","LITTLE FALLS CITY SCHOOL DISTRICT","New York","LITTLE FALLS","Regular local school district","1100"
"2014","3617520","LIVERPOOL CENTRAL SCHOOL DISTRICT","New York","LIVERPOOL","Regular local school district","7323"
"2014","3617580","LIVINGSTON MANOR CENTRAL SCHOOL DISTRICT","New York","LIVINGSTON MANOR","Regular local school district","501"
"2014","3617640","LIVONIA CENTRAL SCHOOL DISTRICT","New York","LIVONIA","Regular local school district","1665"
"2014","3617670","LOCKPORT CITY SCHOOL DISTRICT","New York","LOCKPORT","Regular local school district","4830"
"2014","3617700","LOCUST VALLEY CENTRAL SCHOOL DISTRICT","New York","LOCUST VALLEY","Regular local school district","2188"
"2014","3617730","LONG BEACH CITY SCHOOL DISTRICT","New York","LONG BEACH","Regular local school district","3909"
"2014","3617760","LONG LAKE CENTRAL SCHOOL DISTRICT","New York","LONG LAKE","Regular local school district","57"
"2014","3617820","LOWVILLE ACADEMY & CENTRAL SCHOOL DISTRICT","New York","LOWVILLE","Regular local school district","1409"
"2014","3617880","LYME CENTRAL SCHOOL DISTRICT","New York","CHAUMONT","Regular local school district","365"
"2014","3617910","LYNBROOK UNION FREE SCHOOL DISTRICT","New York","LYNBROOK","Regular local school district","2822"
"2014","3617940","LYNCOURT UNION FREE SCHOOL DISTRICT","New York","SYRACUSE","Regular local school district","360"
"2014","3617970","LYNDONVILLE CENTRAL SCHOOL DISTRICT","New York","LYNDONVILLE","Regular local school district","642"
"2014","3618030","LYONS CENTRAL SCHOOL DISTRICT","New York","LYONS","Regular local school district","943"
"2014","3618080","MADISON CENTRAL SCHOOL DISTRICT","New York","MADISON","Regular local school district","508"
"2014","3618090","MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT","New York","MADRID","Regular local school district","693"
"2014","3618120","MAHOPAC CENTRAL SCHOOL DISTRICT","New York","MAHOPAC","Regular local school district","4538"
"2014","3618150","MAINE-ENDWELL CENTRAL SCHOOL DISTRICT","New York","ENDWELL","Regular local school district","2474"
"2014","3618180","MALONE CENTRAL SCHOOL DISTRICT","New York","MALONE","Regular local school district","2303"
"2014","3618210","MALVERNE UNION FREE SCHOOL DISTRICT","New York","MALVERNE","Regular local school district","1726"
"2014","3618240","MAMARONECK UNION FREE SCHOOL DISTRICT","New York","MAMARONECK","Regular local school district","5218"
"2014","3618270","MANHASSET UNION FREE SCHOOL DISTRICT","New York","MANHASSET","Regular local school district","3356"
"2014","3618330","FAYETTEVILLE-MANLIUS CENTRAL SCHOOL DISTRICT","New York","MANLIUS","Regular local school district","4191"
"2014","3618450","MARATHON CENTRAL SCHOOL DISTRICT","New York","MARATHON","Regular local school district","750"
"2014","3618480","MARCELLUS CENTRAL SCHOOL DISTRICT","New York","MARCELLUS","Regular local school district","1770"
"2014","3618510","MARGARETVILLE CENTRAL SCHOOL DISTRICT","New York","MARGARETVILLE","Regular local school district","383"
"2014","3618540","MARION CENTRAL SCHOOL DISTRICT","New York","MARION","Regular local school district","794"
"2014","3618570","MARLBORO CENTRAL SCHOOL DISTRICT","New York","MILTON","Regular local school district","1972"
"2014","3618600","CHEEKTOWAGA-MARYVALE UNION FREE SCHOOL DISTRICT","New York","CHEEKTOWAGA","Regular local school district","2237"
"2014","3618630","MASSAPEQUA UNION FREE SCHOOL DISTRICT","New York","MASSAPEQUA","Regular local school district","7307"
"2014","3618660","MASSENA CENTRAL SCHOOL DISTRICT","New York","MASSENA","Regular local school district","2821"
"2014","3618690","WILLIAM FLOYD UNION FREE SCHOOL DISTRICT","New York","MASTIC BEACH","Regular local school district","8832"
"2014","3618750","MAYFIELD CENTRAL SCHOOL DISTRICT","New York","MAYFIELD","Regular local school district","931"
"2014","3618840","MCGRAW CENTRAL SCHOOL DISTRICT","New York","MCGRAW","Regular local school district","543"
"2014","3618900","MECHANICVILLE CITY SCHOOL DISTRICT","New York","MECHANICVILLE","Regular local school district","1392"
"2014","3618960","MEDINA CENTRAL SCHOOL DISTRICT","New York","MEDINA","Regular local school district","1719"
"2014","3618990","MENANDS UNION FREE SCHOOL DISTRICT","New York","MENANDS","Regular local school district","263"
"2014","3619020","BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT","New York","NORTH MERRICK","Regular local school district","5605"
"2014","3619110","MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1498"
"2014","3619170","MEXICO CENTRAL SCHOOL DISTRICT","New York","MEXICO","Regular local school district","2155"
"2014","3619200","MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT","New York","CENTEREACH","Regular local school district","10254"
"2014","3619230","LONGWOOD CENTRAL SCHOOL DISTRICT","New York","MIDDLE ISLAND","Regular local school district","9211"
"2014","3619260","MIDDLEBURGH CENTRAL SCHOOL DISTRICT","New York","MIDDLEBURGH","Regular local school district","805"
"2014","3619320","MIDDLETOWN CITY SCHOOL DISTRICT","New York","MIDDLETOWN","Regular local school district","7318"
"2014","3619350","MILFORD CENTRAL SCHOOL DISTRICT","New York","MILFORD","Regular local school district","422"
"2014","3619380","MILLBROOK CENTRAL SCHOOL DISTRICT","New York","MILLBROOK","Regular local school district","1058"
"2014","3619410","MILLER PLACE UNION FREE SCHOOL DISTRICT","New York","MILLER PLACE","Regular local school district","2820"
"2014","3619500","MINEOLA UNION FREE SCHOOL DISTRICT","New York","MINEOLA","Regular local school district","2784"
"2014","3619530","MINERVA CENTRAL SCHOOL DISTRICT","New York","OLMSTEDVILLE","Regular local school district","123"
"2014","3619560","MINISINK VALLEY CENTRAL SCHOOL DISTRICT","New York","SLATE HILL","Regular local school district","3992"
"2014","3619650","MONROE-WOODBURY CENTRAL SCHOOL DISTRICT","New York","CENTRAL VALLEY","Regular local school district","6986"
"2014","3619680","VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY)","New York","MONTGOMERY","Regular local school district","4464"
"2014","3619710","MONTAUK UNION FREE SCHOOL DISTRICT","New York","MONTAUK","Regular local school district","355"
"2014","3619740","MONTICELLO CENTRAL SCHOOL DISTRICT","New York","MONTICELLO","Regular local school district","3035"
"2014","3619800","MORAVIA CENTRAL SCHOOL DISTRICT","New York","MORAVIA","Regular local school district","1022"
"2014","3619830","MORIAH CENTRAL SCHOOL DISTRICT","New York","PORT HENRY","Regular local school district","730"
"2014","3619860","MORRIS CENTRAL SCHOOL DISTRICT","New York","MORRIS","Regular local school district","400"
"2014","3619890","MORRISTOWN CENTRAL SCHOOL DISTRICT","New York","MORRISTOWN","Regular local school district","350"
"2014","3619920","MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT","New York","MORRISVILLE","Regular local school district","751"
"2014","3619950","BEDFORD CENTRAL SCHOOL DISTRICT","New York","BEDFORD","Regular local school district","4390"
"2014","3620010","MOUNT MORRIS CENTRAL SCHOOL DISTRICT","New York","MOUNT MORRIS","Regular local school district","550"
"2014","3620040","MOUNT SINAI UNION FREE SCHOOL DISTRICT","New York","MOUNT SINAI","Regular local school district","2410"
"2014","3620100","MOUNT VERNON SCHOOL DISTRICT","New York","MOUNT VERNON","Regular local school district","8684"
"2014","3620160","MOUNT PLEASANT CENTRAL SCHOOL DISTRICT","New York","THORNWOOD","Regular local school district","1923"
"2014","3620170","MOUNT PLEASANT-BLYTHEDALE UNION FREE SCHOOL DISTRICT","New York","VALHALLA","Regular local school district","105"
"2014","3620190","NANUET UNION FREE SCHOOL DISTRICT","New York","NANUET","Regular local school district","2262"
"2014","3620220","NAPLES CENTRAL SCHOOL DISTRICT","New York","NAPLES","Regular local school district","754"
"2014","3620340","CLARKSTOWN CENTRAL SCHOOL DISTRICT","New York","NEW CITY","Regular local school district","8478"
"2014","3620370","NEW HARTFORD CENTRAL SCHOOL DISTRICT","New York","NEW HARTFORD","Regular local school district","2644"
"2014","3620400","NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT","New York","NEW HYDE PARK","Regular local school district","1669"
"2014","3620430","NEW LEBANON CENTRAL SCHOOL DISTRICT","New York","NEW LEBANON","Regular local school district","412"
"2014","3620460","NEW PALTZ CENTRAL SCHOOL DISTRICT","New York","NEW PALTZ","Regular local school district","2289"
"2014","3620490","NEW ROCHELLE CITY SCHOOL DISTRICT","New York","NEW ROCHELLE","Regular local school district","10992"
"2014","3620520","NEW SUFFOLK COMMON SCHOOL DISTRICT","New York","NEW SUFFOLK","Regular local school district","17"
"2014","3620580","NYC CHANCELLOR'S OFFICE","New York","NEW YORK","Supervisory union","Missing/not reported"
"2014","3620610","NEW YORK MILLS UNION FREE SCHOOL DISTRICT","New York","NEW YORK MILLS","Regular local school district","589"
"2014","3620640","NEWARK CENTRAL SCHOOL DISTRICT","New York","NEWARK","Regular local school district","2193"
"2014","3620670","NEWARK VALLEY CENTRAL SCHOOL DISTRICT","New York","NEWARK VALLEY","Regular local school district","1273"
"2014","3620700","NEWBURGH CITY SCHOOL DISTRICT","New York","NEWBURGH","Regular local school district","11648"
"2014","3620730","NEWCOMB CENTRAL SCHOOL DISTRICT","New York","NEWCOMB","Regular local school district","96"
"2014","3620760","NEWFANE CENTRAL SCHOOL DISTRICT","New York","BURT","Regular local school district","1652"
"2014","3620790","NEWFIELD CENTRAL SCHOOL DISTRICT","New York","NEWFIELD","Regular local school district","807"
"2014","3620820","NIAGARA FALLS CITY SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","6901"
"2014","3620850","NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT","New York","NIAGARA FALLS","Regular local school district","3761"
"2014","3620880","NISKAYUNA CENTRAL SCHOOL DISTRICT","New York","SCHENECTADY","Regular local school district","4114"
"2014","3620910","NORTH BABYLON UNION FREE SCHOOL DISTRICT","New York","NORTH BABYLON","Regular local school district","4820"
"2014","3620940","NORTH BELLMORE UNION FREE SCHOOL DISTRICT","New York","BELLMORE","Regular local school district","2140"
"2014","3620970","NORTH COLLINS CENTRAL SCHOOL DISTRICT","New York","NORTH COLLINS","Regular local school district","649"
"2014","3621000","NORTH COLONIE CSD","New York","LATHAM","Regular local school district","5383"
"2014","3621120","NORTH MERRICK UNION FREE SCHOOL DISTRICT","New York","MERRICK","Regular local school district","1215"
"2014","3621180","NORTH SALEM CENTRAL SCHOOL DISTRICT","New York","NORTH SALEM","Regular local school district","1169"
"2014","3621210","NORTH SYRACUSE CENTRAL SCHOOL DISTRICT","New York","NORTH SYRACUSE","Regular local school district","9119"
"2014","3621240","NORTH TONAWANDA CITY SCHOOL DISTRICT","New York","NORTH TONAWANDA","Regular local school district","3735"
"2014","3621250","NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT","New York","CHAMPLAIN","Regular local school district","1358"
"2014","3621260","NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT","New York","ELLENBURG DEPOT","Regular local school district","833"
"2014","3621270","NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT","New York","NORTHPORT","Regular local school district","5746"
"2014","3621300","NORTHVILLE CENTRAL SCHOOL DISTRICT","New York","NORTHVILLE","Regular local school district","481"
"2014","3621330","NORWICH CITY SCHOOL DISTRICT","New York","NORWICH","Regular local school district","1936"
"2014","3621360","NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT","New York","NORWOOD","Regular local school district","1063"
"2014","3621450","DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA)","New York","NUNDA","Regular local school district","749"
"2014","3621480","NYACK UNION FREE SCHOOL DISTRICT","New York","NYACK","Regular local school district","3040"
"2014","3621510","OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT","New York","OAKFIELD","Regular local school district","881"
"2014","3621540","FIRE ISLAND UNION FREE SCHOOL DISTRICT","New York","FIRE ISLAND","Regular local school district","36"
"2014","3621570","OCEANSIDE UNION FREE SCHOOL DISTRICT","New York","OCEANSIDE","Regular local school district","5652"
"2014","3621630","ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT","New York","ODESSA","Regular local school district","778"
"2014","3621660","OGDENSBURG CITY SCHOOL DISTRICT","New York","OGDENSBURG","Regular local school district","1698"
"2014","3621720","OLEAN CITY SCHOOL DISTRICT","New York","OLEAN","Regular local school district","2182"
"2014","3621780","ONEONTA CITY SCHOOL DISTRICT","New York","ONEONTA","Regular local school district","1756"
"2014","3621810","ONONDAGA CENTRAL SCHOOL DISTRICT","New York","NEDROW","Regular local school district","904"
"2014","3621840","ONTEORA CENTRAL SCHOOL DISTRICT","New York","BOICEVILLE","Regular local school district","1415"
"2014","3621900","ORCHARD PARK CENTRAL SCHOOL DISTRICT","New York","WEST SENECA","Regular local school district","5018"
"2014","3621930","OYSTERPONDS UNION FREE SCHOOL DISTRICT","New York","ORIENT","Regular local school district","73"
"2014","3621960","ORISKANY CENTRAL SCHOOL DISTRICT","New York","ORISKANY","Regular local school district","634"
"2014","3622020","OSSINING UNION FREE SCHOOL DISTRICT","New York","OSSINING","Regular local school district","4912"
"2014","3622050","OSWEGO CITY SCHOOL DISTRICT","New York","OSWEGO","Regular local school district","3912"
"2014","3622100","GEORGETOWN-SOUTH OTSELIC CENTRAL SCHOOL DISTRICT","New York","SOUTH OTSELIC","Regular local school district","356"
"2014","3622140","SOUTH SENECA CENTRAL SCHOOL DISTRICT","New York","OVID","Regular local school district","735"
"2014","3622170","OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT","New York","OWEGO","Regular local school district","2171"
"2014","3622200","VAN HORNESVILLE-OWEN D YOUNG CENTRAL SCHOOL DISTRICT","New York","VAN HORNESVILLE","Regular local school district","199"
"2014","3622260","OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT","New York","OXFORD","Regular local school district","781"
"2014","3622290","OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT","New York","OYSTER BAY","Regular local school district","1640"
"2014","3622380","PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT","New York","PALMYRA","Regular local school district","1934"
"2014","3622410","PANAMA CENTRAL SCHOOL DISTRICT","New York","PANAMA","Regular local school district","538"
"2014","3622440","PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT","New York","PARISHVILLE","Regular local school district","447"
"2014","3622470","PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT","New York","PATCHOGUE","Regular local school district","7818"
"2014","3622500","PAVILION CENTRAL SCHOOL DISTRICT","New York","PAVILION","Regular local school district","721"
"2014","3622530","PAWLING CENTRAL SCHOOL DISTRICT","New York","PAWLING","Regular local school district","1240"
"2014","3622560","PEARL RIVER UNION FREE SCHOOL DISTRICT","New York","PEARL RIVER","Regular local school district","2605"
"2014","3622650","PEEKSKILL CITY SCHOOL DISTRICT","New York","PEEKSKILL","Regular local school district","3363"
"2014","3622680","PELHAM UNION FREE SCHOOL DISTRICT","New York","PELHAM","Regular local school district","2810"
"2014","3622710","PENFIELD CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","4469"
"2014","3622740","PENN YAN CENTRAL SCHOOL DISTRICT","New York","PENN YAN","Regular local school district","1512"
"2014","3622770","PERRY CENTRAL SCHOOL DISTRICT","New York","PERRY","Regular local school district","864"
"2014","3622830","PERU CENTRAL SCHOOL DISTRICT","New York","PERU","Regular local school district","1921"
"2014","3622890","PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT","New York","CLIFTON SPRINGS","Regular local school district","1649"
"2014","3622920","PHOENIX CENTRAL SCHOOL DISTRICT","New York","PHOENIX","Regular local school district","1890"
"2014","3623010","PINE BUSH CENTRAL SCHOOL DISTRICT","New York","PINE BUSH","Regular local school district","5487"
"2014","3623040","PINE PLAINS CENTRAL SCHOOL DISTRICT","New York","PINE PLAINS","Regular local school district","941"
"2014","3623070","PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON)","New York","SOUTH DAYTON","Regular local school district","644"
"2014","3623130","PISECO COMMON SCHOOL DISTRICT","New York","PISECO","Regular local school district","Missing/not reported"
"2014","3623160","PITTSFORD CENTRAL SCHOOL DISTRICT","New York","PITTSFORD","Regular local school district","5856"
"2014","3623190","PLAINEDGE UNION FREE SCHOOL DISTRICT","New York","N MASSAPEQUA","Regular local school district","3160"
"2014","3623220","PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT","New York","PLAINVIEW","Regular local school district","4938"
"2014","3623280","PLATTSBURGH CITY SCHOOL DISTRICT","New York","PLATTSBURGH","Regular local school district","1873"
"2014","3623310","PLEASANTVILLE UNION FREE SCHOOL DISTRICT","New York","PLEASANTVILLE","Regular local school district","1772"
"2014","3623340","POCANTICO HILLS CENTRAL SCHOOL DISTRICT","New York","SLEEPY HOLLOW","Regular local school district","281"
"2014","3623370","POLAND CENTRAL SCHOOL DISTRICT","New York","POLAND","Regular local school district","617"
"2014","3623430","PORT BYRON CENTRAL SCHOOL DISTRICT","New York","PORT BYRON","Regular local school district","1004"
"2014","3623460","PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT","New York","PORT CHESTER","Regular local school district","4561"
"2014","3623490","PORT JEFFERSON UNION FREE SCHOOL DISTRICT","New York","PORT JEFFERSON","Regular local school district","1175"
"2014","3623520","PORT JERVIS CITY SCHOOL DISTRICT","New York","PORT JERVIS","Regular local school district","2832"
"2014","3623580","PORT WASHINGTON UNION FREE SCHOOL DISTRICT","New York","PORT WASHINGTON","Regular local school district","5301"
"2014","3623640","PORTVILLE CENTRAL SCHOOL DISTRICT","New York","PORTVILLE","Regular local school district","1007"
"2014","3623670","POTSDAM CENTRAL SCHOOL DISTRICT","New York","POTSDAM","Regular local school district","1315"
"2014","3623760","POUGHKEEPSIE CITY SCHOOL DISTRICT","New York","POUGHKEEPSIE","Regular local school district","4494"
"2014","3623790","PRATTSBURGH CENTRAL SCHOOL DISTRICT","New York","PRATTSBURGH","Regular local school district","416"
"2014","3623880","PULASKI CENTRAL SCHOOL DISTRICT","New York","PULASKI","Regular local school district","1159"
"2014","3623970","PUTNAM CENTRAL SCHOOL DISTRICT","New York","PUTNAM STATION","Regular local school district","30"
