"year","leaid","lea_name","state_name","city_location","agency_type","enrollment"
"2015","3601025","METROPOLITAN LIGHTHOUSE CHARTER SCHOOL","New York","BRONX","Charter agency","428"
"2015","3601027","DR RICHARD IZQUIERDO HEALTH AND SCIENCE CHARTER SCHOOL","New York","BRONX","Charter agency","627"
"2015","3601028","ACHIEVEMENT FIRST APOLLO CHARTER SCHOOL","New York","BROOKLYN","Charter agency","679"
"2015","3601029","BEDFORD STUYVESANT NEW BEGINNINGS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","592"
"2015","3601030","HYDE LEADERSHIP CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","381"
"2015","3601031","IMAGINE ME LEADERSHIP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","219"
"2015","3601032","OCEAN HILL COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","392"
"2015","3601033","BROOKLYN EAST COLLEGIATE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","385"
"2015","3601034","ROCHDALE EARLY ADVANTAGE CHARTER SCHOOL","New York","JAMAICA","Charter agency","247"
"2015","3601035","RIVERTON STREET CHARTER SCHOOL","New York","SAINT ALBANS","Charter agency","833"
"2015","3601036","RENSAISSANCE CHARTER HIGH SCHOOL FOR INNOVATION","New York","NEW YORK","Charter agency","456"
"2015","3601037","STATEN ISLAND COMMUNITY CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","325"
"2015","3601038","LEFFERTS GARDENS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","437"
"2015","3601039","SUCCESS ACADEMY CHARTER SCHOOL-UPPER WEST","New York","NEW YORK","Charter agency","542"
"2015","3601040","TRUE NORTH ROCHESTER PREP CHARTER SCHOOL-WEST CAMPUS","New York","ROCHESTER","Charter agency","687"
"2015","3601041","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES (THE)","New York","BRONX","Charter agency","508"
"2015","3601042","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","325"
"2015","3601043","BROOME STREET ACADEMY CHARTER HIGH SCHOOL","New York","NEW YORK","Charter agency","320"
"2015","3601044","NEW YORK CITY MONTESSORI CHARTER SCHOOL","New York","BRONX","Charter agency","280"
"2015","3601045","INNOVATE MANHATTAN CHARTER SCHOOL","New York","NEW YORK","Charter agency",""
"2015","3601046","DISCOVERY CHARTER SCHOOL","New York","ROCHESTER","Charter agency","293"
"2015","3601047","NEW VISIONS CHARTER HS-ADV MATH/SCIE","New York","BRONX","Charter agency","454"
"2015","3601048","TEACHING FIRMS OF AMERICA PROFESSIONAL PREP CHARTER","New York","BROOKLYN","Charter agency","364"
"2015","3601049","ICAHN CHARTER SCHOOL 5","New York","BRONX","Charter agency","248"
"2015","3601050","INVICTUS PREPARATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","304"
"2015","3601051","AMANI PUBLIC CHARTER SCHOOL","New York","MOUNT VERNON","Charter agency","331"
"2015","3601052","EXPLORE EXCEL CHARTER SCHOOL","New York","BROOKLYN","Charter agency","483"
"2015","3601053","ACADEMY OF THE CITY CHARTER SCHOOL","New York","WOODSIDE","Charter agency","416"
"2015","3601054","SUCCESS ACADEMY CHARTER SCHOOL-BEDFORD STUYVESANT 1","New York","BROOKLYN","Charter agency","474"
"2015","3601055","WEST BUFFALO CHARTER SCHOOL","New York","BUFFALO","Charter agency","298"
"2015","3601056","CENTRAL QUEENS ACADEMY CHARTER SCHOOL","New York","ELMHURST","Charter agency","405"
"2015","3601057","ROADS CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","240"
"2015","3601058","EXPLORE EXCEED CHARTER SCHOOL","New York","BROOKLYN","Charter agency","427"
"2015","3601059","LAUNCH EXPEDITIONARY LEARNING CHARTER SCHOOL","New York","BROOKLYN","Charter agency","313"
"2015","3601060","SUCCESS ACADEMY CHARTER SCHOOL-COBBLE HILL","New York","BROOKLYN","Charter agency","418"
"2015","3601061","NEW DAWN CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","292"
"2015","3601062","SUCCESS ACADEMY CHARTER SCHOOL-WILLIAMSBURG","New York","BROOKLYN","Charter agency","415"
"2015","3601063","SUCCESS ACADEMY CHARTER SCHOOL-BED STUY 2","New York","BROOKLYN","Charter agency","358"
"2015","3601064","BEGINNING WITH CHILDREN CHARTER SCHOOL II","New York","BROOKLYN","Charter agency","255"
"2015","3601065","URBAN DOVE TEAM CHARTER SCHOOL","New York","BROOKLYN","Charter agency","291"
"2015","3601066","CHILDREN'S AID COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","305"
"2015","3601067","ROADS CHARTER SCHOOL II","New York","BRONX","Charter agency","239"
"2015","3601068","TECH INTERNATIONAL CHARTER SCHOOL","New York","BRONX","Charter agency","348"
"2015","3601069","ICAHN CHARTER SCHOOL 6","New York","BRONX","Charter agency","216"
"2015","3601070","FAMILY LIFE ACADEMY CHARTER SCHOOL II","New York","BRONX","Charter agency","257"
"2015","3601071","MOTT HALL CHARTER SCHOOL","New York","BRONX","Charter agency","247"
"2015","3601072","NEW VISIONS CHTR HS-ADV MA/SCI II","New York","BRONX","Charter agency","512"
"2015","3601073","NEW VISIONS CHARTER HIGH SCHOOL FOR HUMANITIES II","New York","BRONX","Charter agency","441"
"2015","3601074","HEKETI COMMUNITY CHARTER SCHOOL","New York","BRONX","Charter agency","245"
"2015","3601075","KIPP NYC WASHINGTON HEIGHTS ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","846"
"2015","3601076","GLOBAL COMMUNITY CHARTER SCHOOL","New York","NEW YORK","Charter agency","367"
"2015","3601077","NEIGHBORHOOD CHARTER SCHOOL OF HARLEM","New York","NEW YORK","Charter agency","313"
"2015","3601078","DEMOCRACY PREP ENDURANCE CHARTER SCHOOL","New York","NEW YORK","Charter agency","440"
"2015","3601079","MANHATTAN CHARTER SCHOOL II","New York","NEW YORK","Charter agency","207"
"2015","3601080","YOUNG WOMEN'S COLLEGE PREP CHARTER SCHOOL OF ROCHESTER","New York","ROCHESTER","Charter agency","257"
"2015","3601081","ROCHESTER CAREER MENTORING CHARTER SCHOOL","New York","ROCHESTER","Charter agency","231"
"2015","3601082","MIDDLE VILLAGE PREPARATORY CHARTER SCHOOL","New York","MIDDLE VILLAGE","Charter agency","369"
"2015","3601083","SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE","New York","NEW YORK","Charter agency","350"
"2015","3601084","UTICA ACADEMY OF SCIENCE CHARTER SCHOOL","New York","UTICA","Charter agency","338"
"2015","3601085","GREAT OAKS CHARTER SCHOOL","New York","NEW YORK","Charter agency","212"
"2015","3601086","SUCCESS ACADEMY CHARTER SCHOOL-FORT GREENE","New York","BROOKLYN","Charter agency","295"
"2015","3601087","CENTRAL VALLEY CSD AT ILION-MOHAWK","New York","ILION","Regular local school district","2372"
"2015","3601088","NEW VISIONS CHTR HS-ADV MA/SCI III","New York","BROOKLYN","Charter agency","352"
"2015","3601089","SUCCESS ACADEMY CHARTER SCHOOL-PROSPECT HEIGHTS","New York","BROOKLYN","Charter agency","334"
"2015","3601090","EAST HARLEM SCHOLARS ACADEMY CHARTER SCHOOL II","New York","NEW YORK","Charter agency","214"
"2015","3601091","ICAHN CHARTER SCHOOL 7","New York","BRONX","Charter agency","174"
"2015","3601092","NEW AMERICAN ACADEMY CHARTER SCHOOL (THE)","New York","BROOKLYN","Charter agency","254"
"2015","3601093","MATH ENGINEERING AND SCIENCE ACADEMY CHARTER HIGH SCHOOL","New York","BROOKLYN","Charter agency","354"
"2015","3601094","UNITY PREPARATORY CHARTER SCHOOL OF BROOKLYN","New York","BROOKLYN","Charter agency","318"
"2015","3601095","SUCCESS ACADEMY CHARTER SCHOOL-CROWN HEIGHTS","New York","BROOKLYN","Charter agency","353"
"2015","3601096","SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3","New York","BRONX","Charter agency","335"
"2015","3601097","HARLEM HEBREW LANGUAGE ACADEMY CHARTER SCHOOL","New York","NEW YORK","Charter agency","289"
"2015","3601098","CITIZENS OF THE WORLD CHARTER SCHOOL 1","New York","BROOKLYN","Charter agency","278"
"2015","3601099","SUCCESS ACADEMY CHARTER SCHOOL-HELL'S KITCHEN","New York","NEW YORK","Charter agency","325"
"2015","3601100","BROOKLYN URBAN GARDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","290"
"2015","3601101","CITIZENS OF THE WORLD CHARTER SCHOOL 2","New York","BROOKLYN","Charter agency","282"
"2015","3601102","CANARSIE ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","407"
"2015","3601103","NEW VISIONS CHARTER HIGH SCHOOL FOR THE HUMANITIES III","New York","BROOKLYN","Charter agency","343"
"2015","3601104","NEWBURGH PREPARATORY CHARTER HIGH SCHOOL","New York","NEWBURGH","Charter agency","91"
"2015","3601105","SOUTH BRONX CLASSICAL CHARTER SCHOOL II","New York","BRONX","Charter agency","230"
"2015","3601106","LEADERSHIP PREPARATORY CANARSIE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","477"
"2015","3601107","OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CSD","New York","ST JOHNSVILLE","Regular local school district","768"
"2015","3601108","BRILLA COLLEGE PREPARATORY CHARTER SCHOOL","New York","BRONX","Charter agency","351"
"2015","3601109","ACHIEVEMENT FIRST ASPIRE CHARTER SCHOOL","New York","BROOKLYN","Charter agency","379"
"2015","3601110","SUCCESS ACADEMY CHARTER SCHOOL - WASHINGTON HEIGHTS","New York","NEW YORK","Charter agency","241"
"2015","3601111","BROOKLYN LABORATORY CHARTER SCHOOL","New York","BROOKLYN","Charter agency","244"
"2015","3601112","ACHIEVEMENT FIRST LINDEN CHARTER SCHOOL","New York","BROOKLYN","Charter agency","249"
"2015","3601113","RENAISSANCE ACADEMY CHARTER SCHOOL OF THE ARTS","New York","ROCHESTER","Charter agency","254"
"2015","3601114","CENTRAL BROOKLYN ASCEND CHARTER SCHOOL","New York","BROOKLYN","Charter agency","244"
"2015","3601115","BOYS PREP CHARTER SCHOOL OF NEW YORK","New York","BRONX","Charter agency","202"
"2015","3601116","SUCCESS ACADEMY CS - ROSEDALE","New York","ROSEDALE","Charter agency","252"
"2015","3601117","VERTUS CHARTER SCHOOL","New York","ROCHESTER","Charter agency","137"
"2015","3601118","SUCCESS ACADEMY CHARTER SCHOOL - SPRINGFIELD","New York","SPRINGFIELD GARDENS","Charter agency","242"
"2015","3601119","AMERICAN DREAM CHARTER SCHOOL","New York","BRONX","Charter agency","167"
"2015","3601120","SUCCESS ACADEMY CHARTER SCHOOL - BRONX 4","New York","BRONX","Charter agency","247"
"2015","3601121","COMPASS CHARTER SCHOOL","New York","BROOKLYN","Charter agency","155"
"2015","3601122","SUCCESS ACADEMY CHARTER SCHOOL - BENSONHURST","New York","BROOKLYN","Charter agency","245"
"2015","3601123","SUCCESS ACADEMY CS - BERGEN BEACH","New York","BROOKLYN","Charter agency","250"
"2015","3601124","ACHIEVEMENT FIRST NORTH BROOKLYN PREP CHARTER SCHOOL","New York","BROOKLYN","Charter agency","241"
"2015","3601125","FAMILY LIFE ACADEMY CHARTER SCHOOL III","New York","BRONX","Charter agency","154"
"2015","3601126","PUC ACHIEVE CHARTER SCHOOL","New York","ROCHESTER","Charter agency","189"
"2015","3601127","BRONX CHARTER SCHOOL FOR BETTER LEARNING 2","New York","BRONX","Charter agency","73"
"2015","3601128","FINN ACADEMY-AN ELMIRA CHARTER SCHOOL","New York","ELMIRA","Charter agency","213"
"2015","3601129","ROSALYN YALOW CHARTER SCHOOL","New York","BRONX","Charter agency","210"
"2015","3601130","NEW VENTURES CHARTER SCHOOL","New York","STATEN ISLAND","Charter agency","49"
"2015","3601131","SOUTH BRONX EARLY COLLEGE ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","115"
"2015","3601132","SOUTH BRONX CLASSICAL CHARTER SCHOOL III","New York","BRONX","Charter agency","134"
"2015","3601133","CHARTER SHIGH SCHOOL FOR LAW AND SOCIAL JUSTICE","New York","BRONX","Charter agency","128"
"2015","3601134","INTERNATIONAL CHARTER SCHOOL OF NEW YORK (THE)","New York","BROOKLYN","Charter agency","111"
"2015","3601135","CHARTER SCHOOL OF INQUIRY","New York","BUFFALO","Charter agency","100"
"2015","3601136","NEW VISIONS CHTR HS-ADV MA/SCI IV","New York","JAMAICA","Charter agency","125"
"2015","3601137","STOREFRONT ACADEMY CHARTER SCHOOL","New York","BRONX","Charter agency","94"
"2015","3601138","ATMOSPHERE ACADEMY PUBLIC CHARTER SCHOOL","New York","BRONX","Charter agency","130"
"2015","3602300","ABBOTT UNION FREE SCHOOL DISTRICT","New York","IRVINGTON","Regular local school district",""
"2015","3602310","GLENS FALLS COMMON SCHOOL DISTRICT","New York","GLENS FALLS","Regular local school district","172"
"2015","3602340","SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT","New York","ADAMS CENTER","Regular local school district","1946"
"2015","3602370","ADDISON CENTRAL SCHOOL DISTRICT","New York","ADDISON","Regular local school district","1147"
"2015","3602400","AFTON CENTRAL SCHOOL DISTRICT","New York","AFTON","Regular local school district","566"
"2015","3602430","AKRON CENTRAL SCHOOL DISTRICT","New York","AKRON","Regular local school district","1408"
"2015","3602460","ALBANY CITY SCHOOL DISTRICT","New York","ALBANY","Regular local school district","9055"
"2015","3602520","ALBION CENTRAL SCHOOL DISTRICT","New York","ALBION","Regular local school district","1968"
"2015","3602550","ALDEN CENTRAL SCHOOL DISTRICT","New York","ALDEN","Regular local school district","1642"
"2015","3602580","ALEXANDER CENTRAL SCHOOL DISTRICT","New York","ALEXANDER","Regular local school district","872"
"2015","3602670","ALEXANDRIA CENTRAL SCHOOL DISTRICT","New York","ALEXANDRIA BAY","Regular local school district","589"
"2015","3602700","ALFRED-ALMOND CENTRAL SCHOOL DISTRICT","New York","ALMOND","Regular local school district","645"
"2015","3602730","WINDSOR CENTRAL SCHOOL DISTRICT","New York","WINDSOR","Regular local school district","1693"
"2015","3602820","ALTMAR-PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT","New York","PARISH","Regular local school district","1250"
"2015","3602880","AMAGANSETT UNION FREE SCHOOL DISTRICT","New York","AMAGANSETT","Regular local school district","113"
"2015","3602920","AMHERST CENTRAL SCHOOL DISTRICT","New York","AMHERST","Regular local school district","2970"
"2015","3602940","AMITYVILLE UNION FREE SCHOOL DISTRICT","New York","AMITYVILLE","Regular local school district","3189"
"2015","3602970","AMSTERDAM CITY SCHOOL DISTRICT","New York","AMSTERDAM","Regular local school district","3843"
"2015","3603000","ANDES CENTRAL SCHOOL DISTRICT","New York","ANDES","Regular local school district","105"
"2015","3603030","ANDOVER CENTRAL SCHOOL DISTRICT","New York","ANDOVER","Regular local school district","344"
"2015","3603060","SCHENEVUS CENTRAL SCHOOL DISTRICT","New York","SCHENEVUS","Regular local school district","377"
"2015","3603180","ARDSLEY UNION FREE SCHOOL DISTRICT","New York","ARDSLEY","Regular local school district","2047"
"2015","3603210","ARGYLE CENTRAL SCHOOL DISTRICT","New York","ARGYLE","Regular local school district","511"
"2015","3603240","ARKPORT CENTRAL SCHOOL DISTRICT","New York","ARKPORT","Regular local school district","458"
"2015","3603270","ARLINGTON CENTRAL SCHOOL DISTRICT","New York","LAGRANGEVILLE","Regular local school district","8572"
"2015","3603420","ATTICA CENTRAL SCHOOL DISTRICT","New York","ATTICA","Regular local school district","1298"
"2015","3603480","AUBURN CITY SCHOOL DISTRICT","New York","AUBURN","Regular local school district","4293"
"2015","3603630","AVOCA CENTRAL SCHOOL DISTRICT","New York","AVOCA","Regular local school district","452"
"2015","3603660","AVON CENTRAL SCHOOL DISTRICT","New York","AVON","Regular local school district","1009"
"2015","3603720","BABYLON UNION FREE SCHOOL DISTRICT","New York","BABYLON","Regular local school district","1604"
"2015","3603810","BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT","New York","BAINBRIDGE","Regular local school district","851"
"2015","3603840","BALDWIN UNION FREE SCHOOL DISTRICT","New York","BALDWIN","Regular local school district","4768"
"2015","3603870","BALDWINSVILLE CENTRAL SCHOOL DISTRICT","New York","BALDWINSVILLE","Regular local school district","5611"
"2015","3603930","BALLSTON SPA CENTRAL SCHOOL DISTRICT","New York","BALLSTON SPA","Regular local school district","4140"
"2015","3603960","BARKER CENTRAL SCHOOL DISTRICT","New York","BARKER","Regular local school district","798"
"2015","3603990","BATAVIA CITY SCHOOL DISTRICT","New York","BATAVIA","Regular local school district","2315"
"2015","3604050","BATH CENTRAL SCHOOL DISTRICT","New York","BATH","Regular local school district","1584"
"2015","3604080","BAY SHORE UNION FREE SCHOOL DISTRICT","New York","BAY SHORE","Regular local school district","5931"
"2015","3604110","BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT","New York","BAYPORT","Regular local school district","2305"
"2015","3604140","BEACON CITY SCHOOL DISTRICT","New York","BEACON","Regular local school district","3027"
"2015","3604200","BEAVER RIVER CENTRAL SCHOOL DISTRICT","New York","BEAVER FALLS","Regular local school district","896"
"2015","3604290","BEEKMANTOWN CENTRAL SCHOOL DISTRICT","New York","WEST CHAZY","Regular local school district","1882"
"2015","3604350","BELFAST CENTRAL SCHOOL DISTRICT","New York","BELFAST","Regular local school district","365"
"2015","3604370","BELLEVILLE-HENDERSON CENTRAL SCHOOL DISTRICT","New York","ADAMS","Regular local school district","490"
"2015","3604410","BELLMORE UNION FREE SCHOOL DISTRICT","New York","BELLMORE","Regular local school district","1014"
"2015","3604530","BEMUS POINT CENTRAL SCHOOL DISTRICT","New York","BEMUS POINT","Regular local school district","737"
"2015","3604590","BERKSHIRE UNION FREE SCHOOL DISTRICT","New York","CANAAN","Regular local school district","60"
"2015","3604620","BERLIN CENTRAL SCHOOL DISTRICT","New York","CHERRY PLAIN","Regular local school district","699"
"2015","3604650","BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT","New York","BERNE","Regular local school district","793"
"2015","3604710","BETHLEHEM CENTRAL SCHOOL DISTRICT","New York","DELMAR","Regular local school district","4622"
"2015","3604740","BETHPAGE UNION FREE SCHOOL DISTRICT","New York","BETHPAGE","Regular local school district","2902"
"2015","3604757","GILBERTSVILLE-MOUNT UPTON CENTRAL SCHOOL DISTRICT","New York","GILBERTSVILLE","Regular local school district","378"
"2015","3604758","KIRYAS JOEL VILLAGE UNION FREE SCHOOL DISTRICT","New York","MONROE","Regular local school district","103"
"2015","3604870","BINGHAMTON CITY SCHOOL DISTRICT","New York","BINGHAMTON","Regular local school district","5786"
"2015","3604920","EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT","New York","BLOOMFIELD","Regular local school district","938"
"2015","3605010","BOLTON CENTRAL SCHOOL DISTRICT","New York","BOLTON LANDING","Regular local school district","194"
"2015","3605040","ADIRONDACK CENTRAL SCHOOL DISTRICT","New York","BOONVILLE","Regular local school district","1279"
"2015","3605220","BRADFORD CENTRAL SCHOOL DISTRICT","New York","BRADFORD","Regular local school district","283"
"2015","3605280","BRENTWOOD UNION FREE SCHOOL DISTRICT","New York","BRENTWOOD","Regular local school district","18941"
"2015","3605310","BREWSTER CENTRAL SCHOOL DISTRICT","New York","BREWSTER","Regular local school district","3179"
"2015","3605340","BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT","New York","BRIARCLIFF MANOR","Regular local school district","1469"
"2015","3605370","BRIDGEHAMPTON UNION FREE SCHOOL DISTRICT","New York","BRIDGEHAMPTON","Regular local school district","202"
"2015","3605460","BRIGHTON CENTRAL SCHOOL DISTRICT","New York","ROCHESTER","Regular local school district","3523"
"2015","3605520","BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL)","New York","TROY","Regular local school district","1190"
"2015","3605580","BROCKPORT CENTRAL SCHOOL DISTRICT","New York","BROCKPORT","Regular local school district","3531"
"2015","3605610","BROCTON CENTRAL SCHOOL DISTRICT","New York","BROCTON","Regular local school district","604"
"2015","3605640","BRONXVILLE UNION FREE SCHOOL DISTRICT","New York","BRONXVILLE","Regular local school district","1665"
"2015","3605670","BROOKFIELD CENTRAL SCHOOL DISTRICT","New York","BROOKFIELD","Regular local school district","233"
"2015","3605820","BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT","New York","BRUSHTON","Regular local school district","771"
"2015","3605850","BUFFALO CITY SCHOOL DISTRICT","New York","BUFFALO","Regular local school district","33345"
"2015","3605940","BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT","New York","SCOTIA","Regular local school district","3076"
"2015","3606060","BYRAM HILLS CENTRAL SCHOOL DISTRICT","New York","ARMONK","Regular local school district","2476"
"2015","3606090","BYRON-BERGEN CENTRAL SCHOOL DISTRICT","New York","BERGEN","Regular local school district","984"
"2015","3606160","CAIRO-DURHAM CENTRAL SCHOOL DISTRICT","New York","CAIRO","Regular local school district","1219"
"2015","3606180","CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT","New York","CALEDONIA","Regular local school district","823"
"2015","3606210","CAMBRIDGE CENTRAL SCHOOL DISTRICT","New York","CAMBRIDGE","Regular local school district","875"
"2015","3606240","CAMDEN CENTRAL SCHOOL DISTRICT","New York","CAMDEN","Regular local school district","2265"
"2015","3606300","CANAJOHARIE CENTRAL SCHOOL DISTRICT","New York","CANAJOHARIE","Regular local school district","962"
"2015","3606330","CANANDAIGUA CITY SCHOOL DISTRICT","New York","CANANDAIGUA","Regular local school district","3579"
"2015","3606360","CANASERAGA CENTRAL SCHOOL DISTRICT","New York","CANASERAGA","Regular local school district","270"
"2015","3606390","CANASTOTA CENTRAL SCHOOL DISTRICT","New York","CANASTOTA","Regular local school district","1410"
"2015","3606420","CANDOR CENTRAL SCHOOL DISTRICT","New York","CANDOR","Regular local school district","740"
"2015","3606470","CANTON CENTRAL SCHOOL DISTRICT","New York","CANTON","Regular local school district","1300"
"2015","3606500","SPACKENKILL UNION FREE SCHOOL DISTRICT","New York","POUGHKEEPSIE","Regular local school district","1459"
"2015","3606540","CARLE PLACE UNION FREE SCHOOL DISTRICT","New York","CARLE PLACE","Regular local school district","1374"
"2015","3606570","CARMEL CENTRAL SCHOOL DISTRICT","New York","PATTERSON","Regular local school district","4196"
"2015","3606630","CARTHAGE CENTRAL SCHOOL DISTRICT","New York","CARTHAGE","Regular local school district","3251"
"2015","3606660","CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT","New York","SINCLAIRVILLE","Regular local school district","919"
"2015","3606690","CATO-MERIDIAN CENTRAL SCHOOL DISTRICT","New York","CATO","Regular local school district","998"
"2015","3606720","CATSKILL CENTRAL SCHOOL DISTRICT","New York","CATSKILL","Regular local school district","1609"
"2015","3606780","CAZENOVIA CENTRAL SCHOOL DISTRICT","New York","CAZENOVIA","Regular local school district","1480"
"2015","3606840","CENTER MORICHES UNION FREE SCHOOL DISTRICT","New York","CENTER MORICHES","Regular local school district","1648"
"2015","3606870","CENTRAL ISLIP UNION FREE SCHOOL DISTRICT","New York","CENTRAL ISLIP","Regular local school district","7366"
"2015","3606900","CENTRAL SQUARE CENTRAL SCHOOL DISTRICT","New York","CENTRAL SQUARE","Regular local school district","3967"
"2015","3606990","CHAPPAQUA CENTRAL SCHOOL DISTRICT","New York","CHAPPAQUA","Regular local school district","3866"
"2015","3607020","GRAND ISLAND CENTRAL SCHOOL DISTRICT","New York","GRAND ISLAND","Regular local school district","2958"
"2015","3607050","CHARLOTTE VALLEY CENTRAL SCHOOL DISTRICT","New York","DAVENPORT","Regular local school district","379"
"2015","3607080","CHATEAUGAY CENTRAL SCHOOL DISTRICT","New York","CHATEAUGAY","Regular local school district","534"
"2015","3607110","CHATHAM CENTRAL SCHOOL DISTRICT","New York","CHATHAM","Regular local school district","1077"
"2015","3607170","CHAZY UNION FREE SCHOOL DISTRICT","New York","CHAZY","Regular local school district","463"
"2015","3607230","CHEEKTOWAGA CENTRAL SCHOOL DISTRICT","New York","CHEEKTOWAGA","Regular local school district","2111"
"2015","3607260","CHENANGO FORKS CENTRAL SCHOOL DISTRICT","New York","BINGHAMTON","Regular local school district","1585"
"2015","3607290","CHENANGO VALLEY CENTRAL SCHOOL DISTRICT","New York","BINGHAMTON","Regular local school district","1811"
"2015","3607320","WESTHILL CENTRAL SCHOOL DISTRICT","New York","SYRACUSE","Regular local school district","1779"
"2015","3607380","CHESTER UNION FREE SCHOOL DISTRICT","New York","CHESTER","Regular local school district","1109"
"2015","3607440","RANDOLPH ACADEMY UNION FREE SCHOOL DISTRICT","New York","RANDOLPH","Regular local school district","31"
"2015","3607470","CHITTENANGO CENTRAL SCHOOL DISTRICT","New York","CHITTENANGO","Regular local school district","1927"
"2015","3607530","CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT","New York","CHURCHVILLE","Regular local school district","3902"
"2015","3607560","CINCINNATUS CENTRAL SCHOOL DISTRICT","New York","CINCINNATUS","Regular local school district","612"
"2015","3607590","CLARENCE CENTRAL SCHOOL DISTRICT","New York","CLARENCE","Regular local school district","4484"
"2015","3607650","THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT","New York","CLAYTON","Regular local school district","980"
"2015","3607680","CLEVELAND HILL UNION FREE SCHOOL DISTRICT","New York","CHEEKTOWAGA","Regular local school district","1285"
"2015","3607710","CLIFTON-FINE CENTRAL SCHOOL DISTRICT","New York","STAR LAKE","Regular local school district","308"
"2015","3607770","CLINTON CENTRAL SCHOOL DISTRICT","New York","CLINTON","Regular local school district","1302"
"2015","3607860","CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT","New York","CLYDE","Regular local school district","844"
"2015","3607890","CLYMER CENTRAL SCHOOL DISTRICT","New York","CLYMER","Regular local school district","463"
"2015","3607980","COHOES CITY SCHOOL DISTRICT","New York","COHOES","Regular local school district","1870"
"2015","3608010","COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT","New York","COLD SPRING HARBOR","Regular local school district","1805"
"2015","3608100","COLTON-PIERREPONT CENTRAL SCHOOL DISTRICT","New York","COLTON","Regular local school district","328"
"2015","3608130","COMMACK UNION FREE SCHOOL DISTRICT","New York","EAST NORTHPORT","Regular local school district","6550"
"2015","3608160","CONNETQUOT CENTRAL SCHOOL DISTRICT","New York","BOHEMIA","Regular local school district","6100"
"2015","3608250","COOPERSTOWN CENTRAL SCHOOL DISTRICT","New York","COOPERSTOWN","Regular local school district","894"
"2015","3608280","COPENHAGEN CENTRAL SCHOOL DISTRICT","New York","COPENHAGEN","Regular local school district","431"
"2015","3608310","COPIAGUE UNION FREE SCHOOL DISTRICT","New York","COPIAGUE","Regular local school district","5171"
"2015","3608340","PEMBROKE CENTRAL SCHOOL DISTRICT","New York","CORFU","Regular local school district","925"
"2015","3608370","CORINTH CENTRAL SCHOOL DISTRICT","New York","CORINTH","Regular local school district","1204"
"2015","3608400","CORNING CITY SCHOOL DISTRICT","New York","PAINTED POST","Regular local school district","4798"
"2015","3608430","CORNWALL CENTRAL SCHOOL DISTRICT","New York","CORNWALL ON HUDSON","Regular local school district","3220"
"2015","3608460","CORTLAND CITY SCHOOL DISTRICT","New York","CORTLAND","Regular local school district","2498"
"2015","3608470","MOUNT PLEASANT-COTTAGE UNION FREE SCHOOL DISTRICT","New York","PLEASANTVILLE","Regular local school district","234"
"2015","3608490","COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT","New York","COXSACKIE","Regular local school district","1384"
"2015","3608580","CROTON-HARMON UNION FREE SCHOOL DISTRICT","New York","CROTON ON HUDSON","Regular local school district","1650"
"2015","3608610","CROWN POINT CENTRAL SCHOOL DISTRICT","New York","CROWN POINT","Regular local school district","283"
"2015","3608790","DANSVILLE CENTRAL SCHOOL DISTRICT","New York","DANSVILLE","Regular local school district","1543"
